"Player","Rk","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Dist.","%2P","%0-3","%3-10","%10-16","%16-3P","%3P","0-3%","3-10%","10-16%","16-3P%","2ast","3ast","%Dunks","#Dunks","%C3","C3%"
"Arron Afflalo","2","SG",26,"DEN",62,62,2086,329,699,0.471,88,221,0.398,241,478,0.504,0.534,197,247,0.798,40,157,197,149,36,13,85,134,943,14.7,0.584,0.353,2.3,8.5,5.5,11.1,0.9,0.5,9.5,19.1,4.7,0.6,5.3,0.121,1.4,-1.2,0.1,1.1,13.5,0.684,0.272,0.142,0.107,0.163,0.316,0.684,0.323,0.373,0.447,0.689,0.966,0.009,6,0.493,0.45
"Austin Daye","111","SF",23,"DET",41,4,603,73,227,0.322,13,62,0.21,60,165,0.364,0.35,35,43,0.814,14,77,91,33,22,21,40,62,194,7.1,0.394,0.189,2.7,15.8,9,9.2,2,2.8,14,21.9,-1.3,0.6,-0.6,-0.05,-5,-0.1,-5,-0.5,16,0.727,0.137,0.106,0.145,0.339,0.273,0.645,0.417,0.242,0.286,0.567,1,0,0,0.226,0.143
"Avery Bradley","59","PG",21,"BOS",64,28,1368,200,402,0.498,22,54,0.407,178,348,0.511,0.525,62,78,0.795,34,81,115,87,43,12,75,109,484,11.3,0.555,0.194,3.1,6.7,5,10.8,1.7,0.7,14.7,17.9,0.6,1.9,2.4,0.085,-2.3,0.7,-1.7,0.1,11.1,0.866,0.41,0.087,0.057,0.311,0.134,0.661,0.2,0.522,0.4,0.629,1,0.045,14,0.648,0.571
"Baron Davis","106","PG",32,"NYK",29,14,595,68,184,0.37,26,85,0.306,42,99,0.424,0.44,16,24,0.667,13,43,56,135,34,3,76,61,178,10,0.457,0.13,2.5,8.4,5.4,36.2,2.9,0.4,28.1,20.4,-0.7,0.8,0.2,0.014,-1.9,-0.2,-2.1,0,16.7,0.538,0.163,0.141,0.12,0.114,0.462,0.6,0.269,0.455,0.333,0.071,0.731,0,0,0.094,0.5
"Ben Gordon","173","SG",28,"DET",52,21,1398,234,530,0.442,63,147,0.429,171,383,0.446,0.501,117,136,0.86,14,107,121,127,34,11,115,114,648,13.5,0.549,0.257,1.2,9.5,5.2,16.5,1.3,0.6,16.3,23.3,1,0.7,1.7,0.058,-0.3,-1.4,-1.7,0.1,16.8,0.723,0.128,0.109,0.081,0.404,0.277,0.5,0.379,0.349,0.467,0.485,0.714,0,0,0.231,0.412
"Ben Uzoh","434","PG",23,"TOT",18,8,370,35,99,0.354,0,1,0,35,98,0.357,0.354,11,19,0.579,19,48,67,61,17,3,19,31,81,10.9,0.377,0.192,6,15.1,10.6,26.8,2.5,0.7,15,16.1,-0.2,0.4,0.2,0.032,-3,1.9,-1.1,0.1,7.4,0.99,0.424,0.323,0.061,0.182,0.01,0.5,0.281,0.333,0.167,0.343,NA,0.051,4,0,NA
"Beno Udrih","433","SG",29,"MIL",59,0,1080,146,332,0.44,17,59,0.288,129,273,0.473,0.465,39,55,0.709,26,76,102,227,37,1,77,69,348,13.1,0.488,0.166,2.6,8,5.2,32.2,1.8,0.1,17.8,17.7,0.8,0.6,1.4,0.061,-0.9,-1.2,-2.1,0,13.8,0.822,0.202,0.096,0.229,0.295,0.178,0.552,0.469,0.474,0.418,0.527,0.941,0,0,0.339,0.25
"Bismack Biyombo","46","C",19,"CHA",63,41,1455,129,278,0.464,0,0,NA,129,278,0.464,0.464,69,143,0.483,113,255,368,27,20,115,71,145,327,10.6,0.48,0.514,8.6,20.8,14.5,3.1,0.7,5.9,17.2,13.1,-0.5,1.1,0.6,0.019,-4.5,-0.2,-4.6,-1,4.7,1,0.5,0.356,0.115,0.029,0,0.619,0.354,0.219,0.125,0.698,NA,0.162,40,NA,NA
"Blake Ahearn","3","PG",27,"UTA",4,0,30,4,14,0.286,2,9,0.222,2,5,0.4,0.357,0,0,NA,0,2,2,1,0,0,5,4,10,-7.3,0.357,0,0,7.7,3.8,5.2,0,0,26.3,28.4,-0.2,0,-0.2,-0.315,-12.7,-6.8,-19.5,-0.1,21,0.357,0,0,0.214,0.143,0.643,NA,NA,0.333,0.5,0.5,0.5,0,0,0.556,0
"Blake Griffin","183","PF",22,"LAC",66,66,2392,561,1022,0.549,2,16,0.125,559,1006,0.556,0.55,244,468,0.521,218,499,717,210,54,48,150,216,1368,23.4,0.557,0.458,10.7,25.1,17.8,16.6,1.2,1.7,10.9,26.6,6.6,2.6,9.2,0.185,3.9,-0.2,3.7,3.4,7.7,0.984,0.436,0.266,0.059,0.223,0.016,0.765,0.426,0.25,0.382,0.626,1,0.209,192,0.188,0
"Bobby Simmons","387","SF",31,"LAC",28,0,418,28,90,0.311,20,60,0.333,8,30,0.267,0.422,4,7,0.571,17,38,55,11,15,3,10,41,80,6,0.43,0.078,4.8,10.9,7.8,3.8,1.9,0.6,9.7,11.4,0,0.3,0.3,0.029,-3.3,-0.3,-3.6,-0.2,19.7,0.333,0.111,0.044,0.033,0.144,0.667,0.1,0.25,0.667,0.308,0.75,1,0.011,1,0.717,0.302
"Boris Diaw","116","PF",29,"TOT",57,35,1424,156,351,0.444,31,99,0.313,125,252,0.496,0.489,22,35,0.629,70,210,280,205,34,25,112,125,365,11.2,0.498,0.1,5.5,17.3,11.3,23.8,1.2,1.3,23.4,15.5,-0.3,0.8,0.6,0.019,-1.6,-0.2,-1.8,0.1,12.6,0.718,0.319,0.16,0.063,0.177,0.282,0.589,0.411,0.318,0.468,0.624,0.935,0.006,2,0.03,0.333
"Brad Miller","309","C",35,"MIN",15,1,146,9,27,0.333,7,15,0.467,2,12,0.167,0.463,10,12,0.833,4,15,19,24,4,2,12,10,35,10.7,0.542,0.444,3,11.5,7.2,24.3,1.4,1,27.1,13.5,0.1,0.1,0.2,0.06,-1,0.1,-1,0,18.9,0.444,0.074,0.111,0.111,0.148,0.556,0.5,0,0,0.25,0.5,1,0,0,0.067,0
"Brandan Wright","473","C",24,"DAL",49,0,791,144,233,0.618,0,1,0,144,232,0.621,0.618,52,82,0.634,62,112,174,13,22,63,21,61,340,21.6,0.632,0.352,8.9,15.8,12.4,2.9,1.5,6.4,7.2,17,2.2,1.3,3.5,0.215,1.9,1.8,3.7,1.1,4,0.996,0.584,0.322,0.077,0.013,0.004,0.779,0.373,0.5,0.333,0.799,NA,0.27,57,0,NA
"Brandon Bass","33","PF",26,"BOS",59,39,1868,303,632,0.479,0,0,NA,303,632,0.479,0.479,132,163,0.81,95,270,365,55,34,54,65,135,738,14.1,0.524,0.258,6.3,16.3,11.5,5.1,1,2.2,8.5,19.8,1.5,3.2,4.7,0.122,-1.3,0.3,-1,0.5,11.8,1,0.237,0.1,0.256,0.407,0,0.553,0.286,0.5,0.471,0.772,NA,0.089,52,NA,NA
"Brandon Jennings","241","PG",22,"MIL",66,66,2331,469,1121,0.418,129,388,0.332,340,733,0.464,0.476,193,239,0.808,49,177,226,365,104,22,146,114,1260,18.4,0.514,0.213,2.3,8.6,5.3,26.7,2.3,0.7,10.6,25.9,3.8,1.8,5.5,0.114,3,-0.3,2.7,2.8,14,0.654,0.262,0.167,0.084,0.141,0.346,0.571,0.396,0.362,0.405,0.326,0.55,0.008,8,0.152,0.373
"Brandon Knight","266","PG",20,"DET",66,60,2129,319,769,0.415,105,276,0.38,214,493,0.434,0.483,104,137,0.759,33,178,211,251,49,10,171,154,847,11.7,0.511,0.178,1.8,10.3,5.9,20.8,1.2,0.4,17.1,21.7,0.3,1,1.3,0.029,-0.9,-1.7,-2.6,-0.3,14.5,0.641,0.261,0.153,0.068,0.159,0.359,0.592,0.331,0.385,0.295,0.313,0.819,0.009,5,0.112,0.419
"Brandon Rush","374","SF",26,"GSW",65,1,1717,235,469,0.501,99,219,0.452,136,250,0.544,0.607,65,82,0.793,33,218,251,88,35,58,68,64,634,15.2,0.628,0.175,2.2,14.4,8.3,7.9,1.1,2.6,11.9,15.4,2.9,0.6,3.5,0.099,2.1,-0.4,1.7,1.6,16.1,0.533,0.252,0.09,0.028,0.164,0.467,0.686,0.31,0.385,0.481,0.581,0.949,0.064,26,0.443,0.433
"Brendan Haywood","202","C",32,"DAL",54,54,1146,118,228,0.518,0,0,NA,118,228,0.518,0.518,45,96,0.469,139,185,324,19,24,54,46,121,281,12.9,0.52,0.421,13.7,18,15.9,2.6,1.1,3.8,14.5,12.8,1.1,1.6,2.7,0.114,-2.1,0.2,-1.9,0,3.7,1,0.592,0.316,0.092,0,0,0.674,0.306,0.238,NA,0.644,NA,0.197,42,NA,NA
"Brian Cardinal","79","SF",34,"DAL",44,0,277,14,55,0.255,10,49,0.204,4,6,0.667,0.345,5,6,0.833,4,30,34,16,8,2,8,38,43,3.3,0.373,0.109,1.6,12.1,6.9,8.3,1.5,0.6,12.2,11,-0.3,0.3,0,0.004,-5.9,0.8,-5.2,-0.2,22.6,0.109,0.055,0,0,0.055,0.891,1,NA,NA,0.333,1,1,0,0,0.571,0.286
"Brian Cook","95","PF",31,"TOT",32,0,276,31,98,0.316,10,50,0.2,21,48,0.438,0.367,9,10,0.9,10,53,63,10,6,5,11,48,81,5.8,0.396,0.102,4.1,22.3,13.1,5.7,1.1,1.5,9.7,18.7,-0.3,0.3,-0.1,-0.011,-6.2,-1.4,-7.6,-0.4,18.9,0.49,0.163,0.051,0.061,0.214,0.51,0.625,0.4,0,0.429,0.857,1,0.02,2,0.02,0
"Brian Scalabrine","379","PF",33,"CHI",28,0,122,14,30,0.467,1,7,0.143,13,23,0.565,0.483,3,6,0.5,8,13,21,15,5,6,9,9,32,13.5,0.49,0.2,7.5,11.7,9.6,18.7,2.2,3.5,21.6,15.5,0,0.2,0.3,0.108,-1,2.6,1.6,0.1,13,0.767,0.233,0.233,0.033,0.267,0.233,0.571,0.571,1,0.5,0.692,1,0,0,0.429,0
"Brian Skinner","390","C",35,"MEM",1,0,4,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,-14.7,0,0,0,0,0,0,0,0,0,11.3,0,0,0,-0.248,-12.5,-3,-15.5,0,7.6,1,0,1,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA
"Brook Lopez","281","C",23,"NJN",5,5,136,38,77,0.494,0,0,NA,38,77,0.494,0.494,20,32,0.625,8,10,18,6,1,4,6,8,96,21.9,0.527,0.416,6.6,8.8,7.7,10.2,0.4,2.3,6.2,32.7,0.3,0,0.3,0.091,3.4,-2.8,0.6,0.1,7.5,1,0.26,0.468,0.117,0.156,0,0.55,0.528,0.556,0.25,0.553,NA,0.039,2,NA,NA
"Byron Mullens","323","C",22,"CHA",65,25,1465,251,591,0.425,12,51,0.235,239,540,0.443,0.435,92,112,0.821,96,231,327,57,21,52,74,137,606,13,0.473,0.19,7.3,18.8,12.8,7.5,0.8,2.6,10.4,22.5,-0.4,0.6,0.2,0.007,-2.5,-2.1,-4.6,-1,12.8,0.914,0.306,0.083,0.086,0.438,0.086,0.646,0.306,0.353,0.344,0.736,0.667,0.102,53,0.059,0
"C.J. Miles","306","SG",24,"UTA",56,14,1145,177,465,0.381,46,150,0.307,131,315,0.416,0.43,108,136,0.794,27,89,116,69,46,18,53,122,508,12.4,0.484,0.292,2.7,9,5.8,9.6,2.1,1.3,9.2,22.7,0.7,0.8,1.5,0.063,-1.4,-0.4,-1.8,0,14.3,0.677,0.234,0.198,0.058,0.187,0.323,0.642,0.304,0.333,0.276,0.466,0.87,0.075,31,0.207,0.29
"C.J. Watson","450","PG",27,"CHI",49,25,1159,161,437,0.368,68,173,0.393,93,264,0.352,0.446,84,104,0.808,21,84,105,200,45,8,97,103,474,13.3,0.491,0.238,2.1,7.9,5.1,27.2,2.1,0.5,16.7,22.8,0.8,1.8,2.6,0.109,-0.5,0.2,-0.3,0.5,17.5,0.604,0.151,0.105,0.048,0.3,0.396,0.424,0.326,0.429,0.313,0.28,0.691,0,0,0.179,0.516
"Carl Landry","269","PF",28,"NOH",41,8,999,182,362,0.503,0,3,0,182,359,0.507,0.503,147,184,0.799,78,136,214,38,13,12,64,89,511,18.2,0.577,0.508,9.4,15.9,12.8,7.1,0.7,1,12.6,24,2.2,0.7,2.9,0.139,1.3,-1.5,-0.2,0.4,8.3,0.992,0.343,0.279,0.207,0.16,0.008,0.718,0.426,0.427,0.31,0.495,NA,0.091,32,0,NA
"Carldell Johnson","246","PG",29,"NOH",15,0,119,11,35,0.314,4,15,0.267,7,20,0.35,0.371,1,3,0.333,1,8,9,22,8,0,7,11,27,8.9,0.372,0.086,1,7.9,4.5,29.4,3.7,0,16.2,17.2,-0.1,0.1,0,-0.003,-3.1,1.7,-1.5,0,15.4,0.571,0.171,0.229,0.086,0.086,0.429,0.5,0.125,0.333,0.667,0.286,1,0,0,0,NA
"Carlos Boozer","55","PF",30,"CHI",66,66,1948,448,842,0.532,0,1,0,448,841,0.533,0.532,95,137,0.693,114,450,564,125,63,24,115,168,991,19.7,0.549,0.163,6.7,25.3,16.1,11.8,1.7,0.9,11.3,23.8,3.3,4.3,7.6,0.187,1.1,1.6,2.7,2.3,9.9,0.999,0.296,0.166,0.259,0.278,0.001,0.695,0.514,0.454,0.444,0.725,NA,0.037,30,0,NA
"Carlos Delfino","112","SF",29,"MIL",54,53,1537,182,453,0.402,86,239,0.36,96,214,0.449,0.497,38,48,0.792,20,188,208,123,79,10,66,99,488,11.7,0.515,0.106,1.4,13.9,7.5,11.9,2.6,0.5,12.2,15.5,0.8,1.6,2.4,0.075,-1.1,1.1,-0.1,0.8,17.3,0.472,0.214,0.06,0.044,0.155,0.528,0.577,0.333,0.5,0.3,0.448,0.919,0.02,8,0.364,0.356
"Carmelo Anthony","17","SF",27,"NYK",55,55,1876,441,1025,0.43,68,203,0.335,373,822,0.454,0.463,295,367,0.804,88,256,344,200,62,24,144,156,1245,21.1,0.525,0.358,5.4,15.9,10.6,21,1.7,1,10.8,31.8,3.7,2.6,6.2,0.16,3.8,-0.2,3.6,2.7,12.8,0.802,0.294,0.101,0.154,0.253,0.198,0.615,0.26,0.392,0.382,0.324,0.676,0.028,28,0.118,0.292
