"Player","Rk","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Dist.","%2P","%0-3","%3-10","%10-16","%16-3P","%3P","0-3%","3-10%","10-16%","16-3P%","2ast","3ast","%Dunks","#Dunks","%C3","C3%"
"Álex Abrines","1","SG",23,"OKC",68,6,1055,134,341,0.393,94,247,0.381,40,94,0.426,0.531,44,49,0.898,18,68,86,40,37,8,33,114,406,10.1,0.56,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,1.2,0.9,2.1,0.096,-1.3,-0.4,-1.6,0.1,20.6,0.276,0.12,0.047,0.044,0.065,0.724,0.488,0.438,0.333,0.364,0.6,0.968,0.015,5,0.231,0.404
"Alex Len","260","C",23,"PHO",77,34,1560,230,463,0.497,3,12,0.25,227,451,0.503,0.5,150,208,0.721,156,354,510,44,38,98,102,242,613,15,0.553,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3,0.091,-2.4,0.1,-2.3,-0.1,6.3,0.974,0.51,0.238,0.097,0.127,0.026,0.669,0.345,0.267,0.322,0.63,1,0.179,72,0.5,0.333
"Alex Poythress","366","PF",23,"PHI",6,1,157,25,54,0.463,6,19,0.316,19,35,0.543,0.519,8,10,0.8,11,18,29,5,3,2,3,14,64,13.2,0.548,0.185,7.7,12.7,10.2,5.1,0.9,1,4.9,16.9,0.2,0.1,0.3,0.099,-0.8,-2.1,-2.9,0,10.8,0.648,0.5,0.074,0.074,0,0.352,0.556,0.75,0.25,NA,0.579,1,0.037,2,0.316,0.5
"Alexis Ajinça","5","C",28,"NOP",39,15,584,89,178,0.5,0,4,0,89,174,0.511,0.5,29,40,0.725,46,131,177,12,20,22,31,77,207,12.9,0.529,0.225,8.3,23.8,16,3.1,1.7,3.1,13.7,17.2,0,0.9,1,0.08,-4,0.7,-3.3,-0.2,9,0.978,0.348,0.253,0.107,0.27,0.022,0.71,0.378,0.579,0.354,0.82,NA,0.129,20,0,NA
"Allen Crabbe","92","SG",24,"POR",79,7,2254,303,647,0.468,134,302,0.444,169,345,0.49,0.572,105,124,0.847,19,207,226,94,54,20,62,171,845,11.6,0.602,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1,4.2,0.089,-0.7,-0.6,-1.3,0.4,17.7,0.533,0.153,0.088,0.07,0.224,0.467,0.646,0.404,0.467,0.421,0.775,0.97,0.005,3,0.268,0.42
"Alonzo Gee","150","SF",29,"DEN",13,0,89,3,14,0.214,0,3,0,3,11,0.273,0.214,5,9,0.556,4,11,15,6,5,1,4,14,11,3.1,0.306,0.643,5,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-7.5,0.7,-6.7,-0.1,10,0.786,0.429,0.143,0.143,0,0.214,0.5,0,0,NA,0.667,NA,0.143,2,0.667,0
"Amir Johnson","227","PF",29,"BOS",80,77,1608,213,370,0.576,27,66,0.409,186,304,0.612,0.612,67,100,0.67,118,248,366,140,51,62,77,211,520,15,0.628,0.27,8.3,17,12.7,13,1.6,3.2,15.7,13.6,2.9,2.1,5,0.149,-0.7,1.3,0.6,1.1,7,0.822,0.524,0.268,0.014,0.014,0.178,0.716,0.434,0.4,0.4,0.758,1,0.124,41,0.288,0.316
"Anderson Varejão","444","C",34,"GSW",14,1,92,5,14,0.357,0,0,NA,5,14,0.357,0.357,8,11,0.727,12,15,27,10,3,3,8,16,18,9.4,0.478,0.786,15.3,16.8,16.1,13,1.6,2.6,29.8,12.6,0,0.1,0.2,0.097,-4.7,0.5,-4.2,-0.1,5,1,0.5,0.357,0.143,0,0,0.286,0.4,0.5,NA,0.6,NA,0,0,NA,NA
"Andre Drummond","115","C",23,"DET",81,81,2409,483,911,0.53,2,7,0.286,481,904,0.532,0.531,137,355,0.386,345,770,1115,90,124,89,152,237,1105,20.9,0.518,0.39,15.1,36.2,25.2,6,2.6,3.1,12.5,22.4,1.4,5.3,6.7,0.133,0.1,0.8,1,1.8,4.4,0.992,0.494,0.42,0.07,0.004,0.008,0.684,0.381,0.406,0,0.603,0,0.147,118,0,NA
"Andre Iguodala","212","SF",33,"GSW",76,0,1998,219,415,0.528,64,177,0.362,155,238,0.651,0.605,72,102,0.706,51,253,304,261,76,39,58,97,574,14.3,0.624,0.246,3,13.1,8.3,16.7,1.8,1.5,11.2,11.2,4.1,2.9,6.9,0.167,0.8,1.7,2.5,2.3,14.1,0.573,0.361,0.043,0.034,0.133,0.427,0.767,0.333,0.286,0.545,0.703,0.922,0.195,76,0.441,0.372
"Andre Roberson","378","SF",25,"OKC",79,79,2376,215,463,0.464,45,184,0.245,170,279,0.609,0.513,47,111,0.423,98,305,403,79,94,79,51,204,522,9.6,0.51,0.24,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,1.1,3.1,4.2,0.085,-2.5,1.4,-1,0.6,10.9,0.603,0.518,0.069,0.004,0.013,0.397,0.667,0.25,0,0.333,0.765,0.978,0.14,59,0.451,0.229
"Andrew Bogut","51","C",32,"TOT",27,21,583,38,81,0.469,0,1,0,38,80,0.475,0.469,3,11,0.273,56,162,218,49,13,25,43,86,79,9.3,0.46,0.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,-0.3,1,0.7,0.055,-5.2,2.6,-2.6,-0.1,4.3,0.988,0.457,0.469,0.062,0,0.012,0.568,0.421,0.2,NA,0.526,NA,0.099,7,0,NA
"Andrew Harrison","183","PG",22,"MEM",72,18,1474,117,360,0.325,43,156,0.276,74,204,0.363,0.385,148,194,0.763,23,113,136,198,53,21,85,194,425,8.7,0.477,0.539,1.7,9,5.3,20,1.9,1.4,16,16.4,0,1.5,1.6,0.051,-4,0.6,-3.4,-0.5,15.7,0.567,0.272,0.1,0.075,0.122,0.433,0.459,0.333,0.148,0.295,0.149,0.628,0.006,1,0.135,0.429
"Andrew Nicholson","327","PF",27,"TOT",38,0,342,43,111,0.387,5,27,0.185,38,84,0.452,0.41,9,14,0.643,15,46,61,10,16,6,17,55,100,5.9,0.427,0.126,4.9,14.6,9.8,4.1,2.3,1.5,12.7,17,-0.5,0.4,-0.1,-0.019,-6.1,0.1,-6,-0.3,12.1,0.757,0.216,0.297,0.18,0.063,0.243,0.708,0.364,0.25,0.571,0.658,1,0.018,2,0.222,0
"Andrew Wiggins","462","SF",21,"MIN",82,82,3048,709,1570,0.452,103,289,0.356,606,1281,0.473,0.484,412,542,0.76,102,226,328,189,82,30,187,183,1933,16.5,0.534,0.345,3.8,8.8,6.3,10.6,1.4,0.8,9.4,29,3.3,0.9,4.2,0.066,0.7,-2.4,-1.7,0.2,12.6,0.816,0.291,0.131,0.139,0.253,0.184,0.65,0.374,0.365,0.383,0.414,0.757,0.052,77,0.104,0.367
"Anthony Bennett","42","PF",23,"BRK",23,1,264,38,92,0.413,13,48,0.271,25,44,0.568,0.484,26,36,0.722,25,53,78,12,5,3,12,18,115,14.7,0.533,0.391,10.2,21,15.6,7.1,0.9,0.9,10,19.4,0.3,0.2,0.5,0.09,0.5,-1.9,-1.4,0,13.9,0.478,0.37,0.087,0.011,0.011,0.522,0.676,0.25,0,0,0.44,0.923,0.098,9,0.375,0.167
"Anthony Brown","59","SF",24,"TOT",11,0,159,18,50,0.36,7,27,0.259,11,23,0.478,0.43,0,0,NA,8,25,33,8,5,1,6,15,43,7.2,0.43,0,5.3,16.9,11,7.6,1.5,0.5,10.7,15.6,-0.2,0.2,0,0.001,-4.5,0.1,-4.4,-0.1,18.3,0.46,0.14,0.1,0.06,0.16,0.54,0.571,0.4,0.333,0.5,0.545,0.571,0.04,2,0.148,0.5
"Anthony Davis","100","C",23,"NOP",75,75,2708,770,1526,0.505,40,134,0.299,730,1392,0.524,0.518,519,647,0.802,172,712,884,157,94,167,181,168,2099,27.5,0.58,0.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,5.9,5.1,11,0.195,4.4,1.4,5.9,5.4,10.6,0.912,0.283,0.233,0.168,0.228,0.088,0.706,0.454,0.467,0.414,0.644,1,0.094,135,0.082,0.273
"Anthony Morrow","312","SG",31,"TOT",49,7,714,98,252,0.389,41,133,0.308,57,119,0.479,0.47,34,37,0.919,12,19,31,25,24,2,6,44,271,10.1,0.505,0.147,1.9,2.9,2.4,5.2,1.7,0.2,2.2,16.4,0.7,0.5,1.2,0.083,-1.8,-0.5,-2.3,0,18,0.472,0.063,0.155,0.151,0.099,0.528,0.563,0.538,0.395,0.48,0.596,0.976,0,0,0.338,0.267
"Anthony Tolliver","432","PF",31,"SAC",65,9,1477,155,351,0.442,90,230,0.391,65,121,0.537,0.57,61,82,0.744,51,186,237,77,34,20,56,109,461,11.1,0.595,0.234,4,14.4,9.3,7.7,1.2,1.2,12.6,13.6,1.5,0.8,2.3,0.075,-0.1,-0.8,-1,0.4,18.5,0.345,0.151,0.103,0.04,0.054,0.655,0.66,0.528,0.214,0.421,0.646,1,0.031,10,0.278,0.406
"Archie Goodwin","157","SG",22,"TOT",15,0,214,36,66,0.545,5,15,0.333,31,51,0.608,0.583,33,42,0.786,7,21,28,24,4,5,14,8,110,18.7,0.651,0.636,3.5,10.3,6.9,18.5,0.9,1.8,14.2,19.8,0.6,0.1,0.7,0.153,2.2,-0.3,1.9,0.2,8.6,0.773,0.606,0.091,0.015,0.061,0.227,0.6,0.667,1,0.5,0.355,0.8,0.076,4,0.133,1
"Arinze Onuaku","341","C",29,"ORL",8,0,28,2,4,0.5,0,0,NA,2,4,0.5,0.5,0,0,NA,2,4,6,2,0,1,2,3,4,5.8,0.5,0,7.6,16,11.7,9.9,0,2.9,33.3,9.4,0,0,0,-0.005,-6.1,-0.3,-6.4,0,8,1,0,0.75,0.25,0,0,NA,0.667,0,NA,1,NA,0,0,NA,NA
"Aron Baynes","34","C",30,"DET",75,2,1163,143,279,0.513,0,0,NA,143,279,0.513,0.513,79,94,0.84,111,222,333,32,17,39,50,166,365,13.1,0.57,0.337,10,21.6,15.6,3.9,0.7,2.8,13.5,14.1,1.4,1.5,3,0.123,-3.2,0.5,-2.7,-0.2,5.6,1,0.513,0.251,0.136,0.1,0,0.566,0.429,0.526,0.429,0.734,NA,0.115,31,NA,NA
"Arron Afflalo","4","SG",31,"SAC",61,45,1580,185,420,0.44,62,151,0.411,123,269,0.457,0.514,83,93,0.892,9,116,125,78,21,6,42,104,515,8.9,0.559,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,0.043,-2.1,-1.5,-3.6,-0.7,16.8,0.64,0.1,0.117,0.186,0.236,0.36,0.571,0.449,0.449,0.424,0.504,0.968,0.002,1,0.384,0.517
"Austin Rivers","377","SG",24,"LAC",74,29,2054,323,731,0.442,111,299,0.371,212,432,0.491,0.518,132,191,0.691,20,141,161,204,48,10,115,187,889,11.4,0.545,0.261,1.1,7.5,4.4,15,1.2,0.4,12.4,20.3,1.2,1.3,2.5,0.059,-1.2,-1,-2.2,-0.1,13.6,0.591,0.298,0.183,0.055,0.055,0.409,0.592,0.403,0.475,0.25,0.208,0.703,0.015,6,0.197,0.39
"Avery Bradley","55","SG",26,"BOS",55,55,1835,359,775,0.463,108,277,0.39,251,498,0.504,0.533,68,93,0.731,65,269,334,122,68,11,88,141,894,14.4,0.548,0.12,4,16.2,10.1,11,1.8,0.5,9.7,21.9,1.1,2,3.1,0.081,0,-0.5,-0.6,0.7,15.1,0.643,0.27,0.076,0.066,0.231,0.357,0.622,0.356,0.529,0.408,0.614,0.815,0.031,23,0.296,0.39
"Axel Toupane","433","SF",24,"TOT",4,0,47,5,9,0.556,1,4,0.25,4,5,0.8,0.611,0,0,NA,0,1,1,0,1,1,0,6,11,6.2,0.611,0,0,2.3,1.1,0,1,1.7,0,8.5,0,0,0.1,0.061,-5.5,-0.7,-6.2,-0.1,19.5,0.556,0.111,0,0,0.444,0.444,1,NA,NA,0.75,0.75,1,0,0,0.75,0
"Ben Bentil","43","PF",21,"DAL",3,0,10,0,3,0,0,1,0,0,2,0,0,0,0,NA,0,2,2,0,0,0,1,1,0,-17.6,0,0,0,24.4,11.6,0,0,0,25,18.9,-0.1,0,-0.1,-0.473,-19.7,-6.2,-25.9,-0.1,15.6,0.667,0,0.333,0,0.333,0.333,NA,0,NA,0,NA,NA,0,0,1,0
"Ben McLemore","295","SG",23,"SAC",61,26,1176,180,419,0.43,65,170,0.382,115,249,0.462,0.507,70,93,0.753,19,110,129,51,29,6,62,108,495,9.8,0.538,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.5,-1.7,-4.2,-0.6,15.9,0.594,0.21,0.115,0.06,0.212,0.406,0.648,0.313,0.24,0.416,0.696,0.908,0.048,18,0.306,0.442
"Beno Udrih","438","PG",34,"DET",39,0,560,92,197,0.467,11,32,0.344,81,165,0.491,0.495,32,34,0.941,6,51,57,131,13,0,36,29,227,16.2,0.535,0.173,1.1,10.3,5.6,35.4,1.2,0,14.5,19.6,0.8,0.5,1.3,0.113,0.6,-0.2,0.3,0.3,14.1,0.838,0.213,0.096,0.279,0.249,0.162,0.595,0.526,0.509,0.367,0.136,0.545,0,0,0.156,0.6
"Bismack Biyombo","46","C",24,"ORL",81,27,1793,179,339,0.528,0,0,NA,179,339,0.528,0.528,125,234,0.534,157,410,567,74,25,91,95,202,483,12.2,0.546,0.69,9.3,25.6,17.2,6,0.7,4.1,17.7,13.2,0.8,2.1,2.9,0.077,-3.4,0.2,-3.2,-0.6,4,1,0.581,0.319,0.077,0.029,0,0.68,0.324,0.346,0.1,0.816,NA,0.23,69,NA,NA
"Blake Griffin","169","PF",27,"LAC",61,61,2076,479,971,0.493,38,113,0.336,441,858,0.514,0.513,320,421,0.76,112,385,497,300,57,22,142,157,1316,22.6,0.569,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28,5.4,2.4,7.7,0.179,4.2,0.5,4.7,3.5,10.7,0.884,0.348,0.192,0.061,0.283,0.116,0.669,0.409,0.322,0.436,0.499,0.974,0.078,68,0.239,0.481
"Boban Marjanović","282","C",28,"DET",35,0,293,72,132,0.545,0,0,NA,72,132,0.545,0.545,47,58,0.81,46,84,130,9,6,12,10,25,191,29.6,0.606,0.439,16.5,32.5,24.2,5.3,1,3.4,6,25.3,1.2,0.5,1.7,0.28,5.4,0.1,5.5,0.6,4.7,1,0.417,0.485,0.098,0,0,0.764,0.391,0.385,NA,0.653,NA,0.114,13,NA,NA
"Bobby Brown","60","PG",32,"HOU",25,0,123,23,60,0.383,14,35,0.4,9,25,0.36,0.5,2,2,1,0,6,6,14,1,0,5,5,62,10.8,0.509,0.033,0,5.3,2.7,17.6,0.4,0,7.6,22.7,0.1,0,0.1,0.04,-0.1,-3.5,-3.6,0,20,0.417,0.067,0.133,0.1,0.117,0.583,0.25,0.375,0.333,0.429,0.222,0.786,0,0,0.086,0.667
"Bobby Portis","362","PF",21,"CHI",64,13,1000,183,375,0.488,32,96,0.333,151,279,0.541,0.531,39,59,0.661,75,221,296,35,16,11,37,94,437,14.9,0.545,0.157,8,24,16,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,0.114,-0.6,-0.9,-1.5,0.1,13.1,0.744,0.267,0.16,0.115,0.203,0.256,0.69,0.55,0.302,0.474,0.642,1,0.043,16,0.458,0.364
"Bojan Bogdanović","50","SF",27,"TOT",81,54,2083,376,845,0.445,144,392,0.367,232,453,0.512,0.53,217,243,0.893,37,240,277,111,34,7,131,146,1113,13.5,0.585,0.288,1.9,12.3,7.2,8.7,0.8,0.3,12.1,22.4,2,0.9,2.9,0.067,-0.1,-2.1,-2.2,-0.1,15.1,0.536,0.29,0.102,0.077,0.067,0.464,0.62,0.395,0.308,0.456,0.509,0.924,0.025,18,0.227,0.427
"Boris Diaw","110","PF",34,"UTA",73,33,1283,146,327,0.446,20,81,0.247,126,246,0.512,0.477,26,35,0.743,46,112,158,170,18,9,87,83,338,9,0.494,0.107,4.3,9.8,7.1,20.3,0.7,0.6,20.3,15.6,-0.1,1.2,1.1,0.041,-2.3,-0.2,-2.5,-0.1,11.6,0.752,0.373,0.156,0.076,0.147,0.248,0.664,0.431,0.44,0.25,0.373,0.95,0.003,1,0.259,0.429
"Bradley Beal","36","SG",23,"WAS",77,77,2684,637,1322,0.482,223,552,0.404,414,770,0.538,0.566,282,342,0.825,53,187,240,267,83,21,156,169,1779,20.1,0.604,0.259,2.2,7.8,5,16.2,1.5,0.7,9.6,26.5,6.9,1.6,8.5,0.152,4.2,-1,3.3,3.5,15.9,0.582,0.238,0.101,0.085,0.157,0.418,0.634,0.425,0.469,0.505,0.486,0.803,0.038,48,0.154,0.447
"Brandan Wright","476","PF",29,"MEM",28,5,447,83,135,0.615,0,1,0,83,134,0.619,0.615,23,35,0.657,31,47,78,15,11,20,10,42,189,18.6,0.628,0.259,7.7,12.4,10,6,1.3,4.3,6.2,16.3,1.1,0.5,1.6,0.177,1,0.7,1.7,0.4,3.9,0.993,0.63,0.252,0.096,0.015,0.007,0.729,0.441,0.385,0.5,0.892,NA,0.274,36,0,NA
"Brandon Bass","31","PF",31,"LAC",52,0,577,107,186,0.575,1,3,0.333,106,183,0.579,0.578,77,88,0.875,43,86,129,21,14,11,29,45,292,19.7,0.65,0.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,1.6,0.6,2.2,0.186,1.2,-0.8,0.4,0.4,6.8,0.984,0.532,0.118,0.237,0.097,0.016,0.687,0.5,0.477,0.333,0.679,1,0.199,35,0.333,0
"Brandon Ingram","215","SF",19,"LAL",79,40,2279,276,686,0.402,55,187,0.294,221,499,0.443,0.442,133,214,0.621,60,256,316,166,50,36,116,158,740,8.5,0.474,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1,0.7,-0.3,-0.007,-3,-1.4,-4.4,-1.4,12.9,0.727,0.278,0.141,0.15,0.159,0.273,0.607,0.289,0.33,0.394,0.362,0.982,0.047,30,0.412,0.364
"Brandon Jennings","225","PG",27,"TOT",81,13,1802,192,535,0.359,79,252,0.313,113,283,0.399,0.433,114,152,0.75,29,167,196,395,70,4,128,116,577,12.1,0.479,0.284,1.8,10.1,5.9,30.4,1.9,0.2,17.5,17.6,0.7,1,1.7,0.046,-1.2,-1.2,-2.4,-0.2,16.4,0.529,0.215,0.099,0.099,0.116,0.471,0.496,0.245,0.434,0.323,0.177,0.506,0,0,0.179,0.378
"Brandon Knight","247","SG",25,"PHO",54,5,1140,209,525,0.398,45,139,0.324,164,386,0.425,0.441,132,154,0.857,25,93,118,130,27,5,88,87,595,12.4,0.502,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25,0.1,0.2,0.3,0.015,-0.8,-2.1,-2.8,-0.2,13.7,0.735,0.246,0.158,0.118,0.211,0.265,0.558,0.325,0.387,0.369,0.171,0.511,0.011,6,0.245,0.324
"Brandon Rush","389","SG",31,"MIN",47,33,1030,70,187,0.374,44,114,0.386,26,73,0.356,0.492,13,18,0.722,16,83,99,45,22,23,28,42,197,6.6,0.505,0.096,1.8,9.5,5.6,5.8,1.1,1.9,12.6,9.6,0.1,0.3,0.4,0.019,-2,-0.5,-2.5,-0.1,18.2,0.39,0.176,0.048,0.043,0.128,0.61,0.424,0.222,0.25,0.333,0.808,0.977,0.037,7,0.658,0.427
"Brian Roberts","379","PG",31,"CHO",41,2,416,46,122,0.377,17,44,0.386,29,78,0.372,0.447,33,39,0.846,5,34,39,52,9,1,26,18,142,9.8,0.51,0.32,1.3,9,5.2,18.7,1.1,0.2,15.7,17.9,0,0.3,0.2,0.028,-2.8,-1.3,-4.2,-0.2,16.2,0.639,0.172,0.115,0.123,0.23,0.361,0.429,0.143,0.333,0.464,0.345,0.882,0,0,0.159,0.571
"Briante Weber","456","PG",24,"TOT",20,0,205,25,60,0.417,1,10,0.1,24,50,0.48,0.425,11,16,0.688,8,18,26,21,12,1,8,16,62,11,0.462,0.267,4.3,9.6,7,15,2.9,0.4,10.7,16.3,0,0.2,0.3,0.059,-4.5,0.8,-3.7,-0.1,11.2,0.833,0.367,0.2,0.083,0.183,0.167,0.682,0.417,0.4,0.182,0.333,0,0,0,0.1,0
"Brice Johnson","228","PF",22,"LAC",3,0,9,2,7,0.286,0,0,NA,2,7,0.286,0.286,0,0,NA,1,2,3,1,2,1,1,0,4,17.2,0.286,0,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0,0,-0.165,-6.6,4.5,-2,0,5.7,1,0.429,0.429,0.143,0,0,0.667,0,0,NA,0.5,NA,0,0,NA,NA
"Brook Lopez","271","C",28,"BRK",75,75,2222,555,1172,0.474,134,387,0.346,421,785,0.536,0.531,295,364,0.81,121,282,403,176,38,124,184,192,1539,20.4,0.578,0.311,5.8,13.3,9.6,14.8,0.8,4.2,12.1,29.2,3.1,1.8,4.9,0.105,2.9,-0.6,2.3,2.4,12.6,0.67,0.229,0.298,0.108,0.037,0.33,0.675,0.479,0.468,0.326,0.504,0.985,0.049,55,0.137,0.415
"Bruno Caboclo","67","SF",21,"TOR",9,0,40,6,16,0.375,2,6,0.333,4,10,0.4,0.438,0,0,NA,5,5,10,4,2,1,2,4,14,14.6,0.438,0,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,0,0.1,0.1,0.083,0.2,0.8,1,0,13.5,0.625,0.313,0.125,0,0.188,0.375,0.4,0,NA,0.667,0.5,1,0.063,1,0.5,0
"Bryn Forbes","137","SG",23,"SAS",36,0,285,36,99,0.364,17,53,0.321,19,46,0.413,0.449,5,6,0.833,2,21,23,23,1,0,11,20,94,5.9,0.462,0.061,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,-0.2,0.2,0.1,0.014,-3.9,-1.5,-5.4,-0.2,20.3,0.465,0.03,0.061,0.091,0.283,0.535,0,0.333,0.222,0.536,0.474,0.765,0,0,0.208,0.273
