"Player","Rk","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Dist.","%2P","%0-3","%3-10","%10-16","%16-3P","%3P","0-3%","3-10%","10-16%","16-3P%","2ast","3ast","%Dunks","#Dunks","%C3","C3%"
"Andrei Kirilenko","210","SF",21,"UTA",80,11,2213,315,642,0.491,37,114,0.325,278,528,0.527,0.519,296,370,0.8,147,273,420,138,118,175,136,185,963,21.1,0.598,0.576,8.4,14.4,11.5,10.6,2.9,6.1,14.5,19.6,5.3,3.8,9.2,0.199,3,2.9,5.8,4.4,9.9,0.822,0.483,0.051,0.073,0.215,0.178,0.69,0.182,0.213,0.348,0.683,0.892,0.176,109,0.228,0.308
"Andrew DeClercq","97","C",29,"ORL",77,21,1327,149,279,0.534,0,0,NA,149,279,0.534,0.534,67,104,0.644,142,197,339,52,39,36,84,258,365,11.3,0.562,0.373,11.9,17.5,14.6,6.2,1.5,2,20.5,13.8,1.3,1.3,2.6,0.095,-3.5,-0.3,-3.7,-0.6,2.3,1,0.753,0.161,0.065,0.022,0,0.595,0.4,0.222,0.333,0.725,NA,0.147,37,NA,NA
"Anfernee Hardaway","151","SG",31,"PHO",58,51,1777,256,573,0.447,26,73,0.356,230,500,0.46,0.469,77,97,0.794,66,192,258,235,66,26,145,150,615,13,0.499,0.169,4.2,12.3,8.2,21.5,1.9,1.1,19.1,19.2,0.4,1.9,2.3,0.062,-1,1,0,0.9,13.1,0.873,0.215,0.126,0.19,0.342,0.127,0.593,0.347,0.431,0.434,0.543,0.923,0.009,4,0.192,0.429
"Ansu Sesay","344","SF",26,"SEA",45,4,448,41,107,0.383,0,0,NA,41,107,0.383,0.383,12,21,0.571,34,39,73,23,14,5,25,62,94,6.1,0.404,0.196,8.8,10.4,9.6,8.1,1.7,0.9,17.7,14.8,-0.4,0.4,-0.1,-0.007,-5.3,-0.4,-5.7,-0.4,9.4,1,0.421,0.103,0.065,0.411,0,0.533,0.273,0.286,0.273,0.61,NA,0.112,9,NA,NA
"Antawn Jamison","191","SF",26,"GSW",82,82,3226,691,1471,0.47,65,209,0.311,626,1262,0.496,0.492,375,475,0.789,195,383,578,156,76,45,177,197,1822,19,0.542,0.323,6.5,12.5,9.5,8.6,1.2,0.9,9.5,24.5,8.2,0.3,8.5,0.126,2.8,-2.1,0.7,2.2,12,0.858,0.173,0.3,0.141,0.243,0.142,0.732,0.482,0.404,0.399,0.669,0.985,0.024,36,0.373,0.359
"Anthony Carter","67","PG",27,"MIA",49,26,912,83,233,0.356,0,8,0,83,225,0.369,0.356,33,50,0.66,12,71,83,203,45,5,81,70,199,9.9,0.39,0.215,1.5,9.3,5.3,37.9,2.7,0.4,24.1,17.3,-1.3,1.1,-0.2,-0.012,-3.6,-0.3,-3.9,-0.4,13.8,0.966,0.232,0.077,0.142,0.515,0.034,0.574,0.333,0.364,0.283,0.506,NA,0.013,3,0,NA
"Anthony Goldwire","139","PG",31,"TOT",15,0,85,9,25,0.36,3,9,0.333,6,16,0.375,0.42,4,7,0.571,0,6,6,4,3,0,6,6,25,5.4,0.445,0.28,0,8.1,4.1,7.5,1.9,0,17.6,18.7,-0.1,0.1,-0.1,-0.035,-5.1,-0.2,-5.3,-0.1,16.5,0.64,0.2,0,0.12,0.32,0.36,0.4,NA,0.333,0.375,0.333,1,0,0,0.222,0
"Anthony Johnson","196","PG",28,"NJN",66,2,842,103,231,0.446,13,35,0.371,90,196,0.459,0.474,51,74,0.689,13,65,78,86,37,5,41,93,270,11.3,0.512,0.32,1.8,8.8,5.3,16.7,2.3,0.4,13.5,16.3,0.6,1.3,1.8,0.105,-2.8,1.5,-1.3,0.1,12.6,0.848,0.242,0.143,0.147,0.316,0.152,0.661,0.424,0.412,0.342,0.456,0.923,0.035,7,0.143,0.4
"Anthony Mason","241","C",36,"MIL",65,58,2119,191,393,0.486,0,1,0,191,392,0.487,0.486,84,117,0.718,90,326,416,209,32,12,79,147,466,11.3,0.524,0.298,4.9,18.1,11.5,14.6,0.8,0.4,15.1,11.5,2.5,0.6,3.1,0.069,-0.6,-0.8,-1.4,0.3,7.1,0.997,0.336,0.28,0.308,0.074,0.003,0.561,0.5,0.364,0.621,0.586,NA,0,0,1,0
"Anthony Peeler","300","SG",33,"MIN",82,39,2245,252,609,0.414,87,212,0.41,165,397,0.416,0.485,39,50,0.78,40,201,241,244,72,13,82,161,630,11,0.499,0.082,2.1,9.9,6.1,15.8,1.7,0.4,11.5,14.4,1.7,1.7,3.4,0.072,-0.9,0.3,-0.6,0.7,17.7,0.652,0.135,0.034,0.102,0.381,0.348,0.573,0.143,0.258,0.427,0.648,0.954,0.015,9,0.203,0.395
"Antoine Rigaudeau","323","SG",31,"DAL",11,0,91,8,35,0.229,1,5,0.2,7,30,0.233,0.243,0,0,NA,4,4,8,6,3,0,6,11,17,-2.4,0.243,0,4.8,4.8,4.8,9.3,1.7,0,14.6,20.4,-0.4,0.1,-0.4,-0.192,-11,-3.7,-14.7,-0.3,14.9,0.857,0.229,0,0.114,0.514,0.143,0.5,NA,0,0.167,0.857,1,0,0,0.8,0.25
"Antoine Walker","391","PF",26,"BOS",78,78,3235,603,1554,0.388,188,582,0.323,415,972,0.427,0.449,176,286,0.615,99,464,563,373,116,31,260,221,1570,14.6,0.467,0.184,3.4,16.7,9.9,23.3,1.9,0.8,13.4,27.9,-1.6,4.2,2.6,0.039,0.1,-0.6,-0.5,1.3,13.1,0.625,0.261,0.235,0.094,0.036,0.375,0.573,0.329,0.295,0.357,0.354,0.872,0.005,6,0.119,0.319
"Antonio Daniels","90","SG",27,"POR",67,2,872,84,186,0.452,18,59,0.305,66,127,0.52,0.5,65,76,0.855,11,61,72,85,33,9,32,43,251,13.3,0.572,0.409,1.5,8.4,5,14.9,2,0.8,12.7,13.3,1.6,0.8,2.3,0.128,0.1,0.9,1,0.7,13.6,0.683,0.285,0.118,0.108,0.172,0.317,0.623,0.636,0.4,0.344,0.439,0.778,0.07,13,0.22,0.615
"Antonio Davis","91","C",34,"TOR",53,52,1894,261,641,0.407,0,0,NA,261,641,0.407,0.407,216,280,0.771,130,307,437,131,23,62,118,150,738,14.5,0.483,0.437,7.5,19.3,13.1,11.9,0.6,2.3,13.4,21.3,1,1.1,2.2,0.055,-0.9,-1,-1.9,0.1,9.2,1,0.317,0.167,0.303,0.214,0,0.522,0.374,0.392,0.285,0.655,NA,0.094,50,NA,NA
"Antonio Harvey","159","PF",32,"ATL",4,0,32,2,5,0.4,0,0,NA,2,5,0.4,0.4,0,0,NA,1,5,6,0,1,4,3,7,4,2.9,0.4,0,3.7,17.1,10.7,0,1.6,8.8,37.5,11.5,-0.1,0,0,-0.068,-8.5,2,-6.6,0,4.5,1,0.4,0.6,0,0,0,1,0,NA,NA,1,NA,0.2,1,NA,NA
"Art Long","222","PF",30,"TOT",26,0,211,28,75,0.373,2,3,0.667,26,72,0.361,0.387,2,10,0.2,21,39,60,6,5,11,20,35,60,6.2,0.378,0.133,11.3,22.1,16.5,4.7,1.3,4,20.1,21.3,-0.6,0.3,-0.3,-0.076,-6.9,-0.3,-7.2,-0.3,7.6,0.96,0.413,0.24,0.133,0.173,0.04,0.484,0.222,0.4,0.231,0.692,0.5,0.04,3,0,NA
"Austin Croshere","85","PF",27,"IND",49,0,633,86,209,0.411,27,69,0.391,59,140,0.421,0.476,53,65,0.815,40,115,155,56,6,13,28,48,252,16.1,0.53,0.311,7.3,19.9,13.7,14.9,0.5,1.5,10.5,18.9,1.2,0.8,2,0.151,1.7,0,1.7,0.6,15.1,0.67,0.225,0.077,0.124,0.244,0.33,0.617,0.313,0.269,0.353,0.61,0.889,0.043,9,0.29,0.3
"Avery Johnson","197","PG",37,"DAL",48,0,430,63,150,0.42,0,2,0,63,148,0.426,0.42,30,39,0.769,10,21,31,64,15,1,29,26,156,12.2,0.467,0.26,2.6,5.4,4,22.8,1.8,0.2,14.8,20.7,0.1,0.3,0.4,0.044,-2.2,-1,-3.2,-0.1,6.8,0.987,0.493,0.187,0.113,0.193,0.013,0.459,0.393,0.412,0.379,0.302,NA,0,0,0,NA
"Baron Davis","92","PG",23,"NOH",50,47,1889,332,798,0.416,99,283,0.35,233,515,0.452,0.478,93,131,0.71,56,130,186,320,91,22,140,148,856,16.9,0.5,0.164,3.4,8.1,5.7,30.5,2.6,0.8,14.1,24,2.2,2.2,4.5,0.113,2.5,0.7,3.2,2.5,14.1,0.645,0.294,0.079,0.12,0.152,0.355,0.553,0.333,0.365,0.388,0.352,0.697,0.026,19,0.102,0.414
"Bimbo Coles","79","PG",34,"TOT",35,11,691,56,168,0.333,7,32,0.219,49,136,0.36,0.354,35,42,0.833,11,48,59,72,17,4,28,60,154,6.7,0.413,0.25,1.7,8,4.8,16.6,1.3,0.4,13.1,13.8,-0.2,0.2,0,0,-4.7,-0.7,-5.4,-0.6,16.6,0.81,0.095,0.077,0.238,0.399,0.19,0.438,0.154,0.3,0.418,0.571,0.571,0,0,0.406,0.231
"Bo Outlaw","288","C",31,"PHO",80,20,1800,153,278,0.55,0,2,0,153,276,0.554,0.55,72,116,0.621,134,234,368,112,50,71,76,194,378,12.2,0.574,0.417,8.3,14.8,11.6,9.2,1.5,2.9,18.8,10.1,2.2,2.2,4.4,0.116,-1.2,1.8,0.6,1.2,3.3,0.993,0.716,0.155,0.068,0.054,0.007,0.623,0.442,0.263,0.333,0.699,NA,0.068,19,0.5,0
"Bob Sura","368","SG",29,"GSW",55,0,1130,135,328,0.412,28,85,0.329,107,243,0.44,0.454,103,148,0.696,58,109,167,177,45,2,82,108,401,14.2,0.51,0.451,5.5,10.2,7.9,23.9,2,0.1,17.3,17.9,1.6,0.2,1.8,0.075,0.2,-0.9,-0.7,0.4,10.3,0.741,0.412,0.171,0.043,0.116,0.259,0.607,0.232,0.214,0.237,0.514,0.893,0.024,8,0.247,0.476
"Bobby Jackson","182","PG",29,"SAC",59,26,1676,340,732,0.464,89,235,0.379,251,497,0.505,0.525,126,149,0.846,57,162,219,182,71,3,106,126,895,18.4,0.561,0.204,3.8,9.8,7,17.7,2.1,0.1,11.7,23.8,3.3,2.2,5.5,0.157,2.4,0.5,2.9,2.1,14.3,0.679,0.292,0.061,0.079,0.246,0.321,0.65,0.333,0.362,0.422,0.522,0.742,0.001,1,0.485,0.395
"Bobby Simmons","347","SG",22,"WAS",36,2,378,44,112,0.393,0,5,0,44,107,0.411,0.393,32,35,0.914,33,44,77,20,10,3,8,51,120,13,0.471,0.313,10.3,13.8,12,8.9,1.4,0.6,5.9,16.9,0.6,0.3,0.9,0.111,-1.7,-1.2,-2.9,-0.1,12.5,0.955,0.259,0.107,0.098,0.491,0.045,0.483,0.167,0.455,0.418,0.568,NA,0.009,1,0.4,0
"Bonzi Wells","400","SG",26,"POR",75,65,2396,437,990,0.441,38,130,0.292,399,860,0.464,0.461,226,313,0.722,98,296,394,246,123,18,215,220,1138,15.7,0.505,0.316,4.9,14.9,9.9,18,2.8,0.6,16,25.9,0.9,3.1,4,0.08,-0.6,0.4,-0.2,1.1,11.3,0.869,0.348,0.099,0.141,0.28,0.131,0.626,0.327,0.371,0.357,0.554,0.921,0.047,45,0.492,0.328
"Boštjan Nachbar","271","SF",22,"HOU",14,1,77,11,31,0.355,2,10,0.2,9,21,0.429,0.387,5,10,0.5,3,8,11,3,2,2,6,13,29,5.8,0.41,0.323,4.6,11.7,8.2,6.8,1.4,1.9,14.5,24.8,-0.2,0.1,-0.1,-0.053,-6.2,-1.3,-7.5,-0.1,14.9,0.677,0.29,0,0.065,0.323,0.323,0.667,NA,0,0.3,0.444,1,0,0,0.6,0
"Brad Miller","256","C",26,"IND",73,72,2270,329,667,0.493,5,16,0.313,324,651,0.498,0.497,292,357,0.818,185,418,603,193,65,43,118,203,955,19.3,0.579,0.535,9.4,20.2,14.9,14.5,1.5,1.4,12.5,18.7,6.1,3.4,9.6,0.202,2.2,0.8,3,2.9,8.8,0.976,0.411,0.142,0.184,0.238,0.024,0.653,0.263,0.431,0.421,0.731,1,0.058,38,0.125,0.5
"Brandon Armstrong","14","SG",22,"NJN",17,0,69,9,27,0.333,1,6,0.167,8,21,0.381,0.352,5,6,0.833,0,4,4,2,3,1,5,8,24,3.9,0.405,0.222,0,6.6,3.3,4.8,2.3,1.1,14.4,22.6,-0.2,0.1,-0.1,-0.05,-7.4,-0.7,-8.1,-0.1,16.9,0.778,0.148,0.037,0.111,0.481,0.222,0.5,0,0.333,0.385,0.625,1,0,0,0.167,0
"Brandon Williams","410","SF",27,"ATL",6,0,19,1,7,0.143,0,1,0,1,6,0.167,0.143,0,0,NA,2,0,2,0,2,0,3,4,2,-10.4,0.143,0,12.5,0,6,0,5.6,0,30,24.1,-0.2,0,-0.2,-0.392,-17.7,-4.1,-21.8,-0.1,14,0.857,0,0.286,0.429,0.143,0.143,NA,0,0,1,1,NA,0,0,1,0
"Brendan Haywood","164","C",23,"WAS",81,69,1930,173,339,0.51,0,0,NA,173,339,0.51,0.51,155,245,0.633,192,212,404,29,32,119,65,225,501,13.5,0.561,0.723,11.7,13,12.4,2.4,0.9,4.6,12.7,12.5,3.1,1.9,5,0.125,-1.6,-0.2,-1.8,0.1,4,1,0.605,0.224,0.15,0.021,0,0.668,0.197,0.373,0.286,0.543,NA,0.257,83,NA,NA
"Brent Barry","21","SG",31,"SEA",75,68,2480,264,577,0.458,118,293,0.403,146,284,0.514,0.56,128,161,0.795,48,253,301,384,113,15,142,199,774,15.8,0.597,0.279,2.2,12.2,7.1,25,2.5,0.5,18,14.9,4.8,2.5,7.3,0.141,1.1,1.5,2.6,2.9,16.3,0.492,0.262,0.076,0.021,0.133,0.508,0.682,0.318,0.167,0.351,0.5,0.915,0.024,14,0.157,0.478
"Brevin Knight","212","PG",27,"MEM",55,4,928,97,228,0.425,2,8,0.25,95,220,0.432,0.43,20,37,0.541,15,66,81,233,69,2,94,123,216,11.2,0.442,0.162,1.8,7.9,4.9,38,3.9,0.1,27.8,16.4,-0.5,0.7,0.2,0.008,-3.5,0.5,-3,-0.2,13.3,0.965,0.237,0.096,0.127,0.504,0.035,0.519,0.364,0.345,0.426,0.516,0.5,0,0,0.125,0
"Brian Cardinal","66","PF",25,"WAS",5,0,15,1,4,0.25,0,1,0,1,3,0.333,0.25,2,2,1,3,2,5,1,0,0,1,0,4,13.8,0.41,0.5,23.6,15.8,19.7,10.4,0,0,17,18.5,0,0,0,0.051,1.7,-4.5,-2.8,0,13.3,0.75,0.25,0,0.5,0,0.25,1,NA,0,NA,0,NA,0,0,0,NA
"Brian Grant","141","C",30,"MIA",82,82,2641,344,676,0.509,0,0,NA,344,676,0.509,0.509,158,205,0.771,241,596,837,104,63,47,129,300,846,15.6,0.552,0.303,10.2,26.8,18.3,7.2,1.3,1.4,14.4,16,3.5,4.1,7.7,0.139,-0.8,0.4,-0.4,1.1,9.2,1,0.362,0.139,0.18,0.318,0,0.657,0.415,0.393,0.447,0.747,NA,0.065,36,NA,NA
"Brian Scalabrine","343","PF",24,"NJN",59,7,724,68,169,0.402,14,39,0.359,54,130,0.415,0.444,30,36,0.833,40,101,141,46,16,18,46,77,180,8.9,0.487,0.213,6.3,15.9,11.1,9.9,1.2,1.9,19.9,14.4,-0.1,1.2,1,0.068,-2.9,0.8,-2.1,0,13.1,0.769,0.29,0.112,0.071,0.296,0.231,0.49,0.368,0.417,0.36,0.667,0.857,0.024,2,0.154,0
"Brian Shaw","345","PG",36,"LAL",72,0,900,101,261,0.387,38,109,0.349,63,152,0.414,0.46,10,15,0.667,20,99,119,103,32,13,54,62,250,10.2,0.467,0.057,2.5,12.5,7.4,17.3,1.8,1,16.8,15.9,-0.1,0.7,0.6,0.034,-1.3,0.1,-1.2,0.2,17.9,0.582,0.103,0.123,0.092,0.261,0.418,0.63,0.219,0.292,0.471,0.603,0.921,0,0,0.092,0.2
"Brian Skinner","348","PF",26,"PHI",77,9,1381,182,331,0.55,0,0,NA,182,331,0.55,0.55,97,161,0.602,136,230,366,19,47,53,62,176,461,15.4,0.574,0.486,11.4,19.9,15.6,2.2,1.8,3,13.4,15.1,2.2,2,4.1,0.144,-0.7,0,-0.6,0.5,3.4,1,0.592,0.305,0.094,0.009,0,0.648,0.436,0.323,0.333,0.665,NA,0.139,44,NA,NA
"Bruce Bowen","40","SF",31,"SAS",82,82,2566,223,479,0.466,101,229,0.441,122,250,0.488,0.571,36,89,0.404,59,180,239,113,66,42,72,195,583,9.1,0.563,0.186,2.8,7.8,5.4,6.8,1.4,1.1,12.2,10.7,2.4,2.7,5.1,0.096,-0.7,1,0.2,1.4,16,0.522,0.19,0.104,0.071,0.157,0.478,0.637,0.36,0.412,0.427,0.713,1,0.017,6,0.795,0.473
"Bruno Šundov","367","C",22,"BOS",26,0,138,14,56,0.25,4,16,0.25,10,40,0.25,0.286,0,2,0,8,20,28,7,6,3,9,24,32,1.2,0.281,0.036,6.4,16.9,11.5,8.8,2.3,1.7,13.7,22.2,-0.6,0.2,-0.4,-0.139,-8.7,-1.1,-9.8,-0.3,14,0.714,0.196,0.179,0.125,0.214,0.286,0.727,0,0.143,0.083,0.8,1,0.054,3,0,NA
"Bryce Drew","106","PG",28,"NOH",13,0,79,8,27,0.296,3,7,0.429,5,20,0.25,0.352,0,0,NA,4,9,13,11,2,0,3,2,19,9.4,0.352,0,5.8,13.4,9.6,22.1,1.4,0,10,17.3,0,0.1,0,0.02,-1.6,-0.1,-1.7,0,16.6,0.741,0.074,0.074,0.259,0.333,0.259,0,1,0.143,0.222,0.6,0.333,0,0,0,NA
"Bryon Russell","334","SF",32,"WAS",70,23,1388,108,306,0.353,46,140,0.329,62,166,0.373,0.428,53,69,0.768,43,165,208,72,70,7,55,130,315,9.1,0.468,0.225,3.7,14.1,8.9,8.2,2.7,0.4,14.1,13.3,0,1.6,1.5,0.052,-2.7,1.1,-1.6,0.1,18.3,0.542,0.144,0.042,0.062,0.294,0.458,0.523,0.154,0.421,0.322,0.742,1,0.01,3,0.429,0.433
"Calbert Cheaney","72","SG",31,"UTA",81,74,2351,325,651,0.499,10,25,0.4,315,626,0.503,0.507,40,69,0.58,73,211,284,163,65,13,108,225,700,9.8,0.514,0.106,3.9,10.5,7.3,11.7,1.5,0.4,13.7,15.5,1,1.7,2.8,0.056,-2.4,-0.3,-2.6,-0.4,12.4,0.962,0.253,0.101,0.149,0.458,0.038,0.655,0.485,0.433,0.446,0.787,1,0.017,10,0.8,0.5
"Calvin Booth","37","C",26,"SEA",47,0,575,52,119,0.437,0,2,0,52,117,0.444,0.437,34,47,0.723,32,77,109,12,11,33,22,74,138,9.9,0.494,0.395,6.5,16,11.2,3.3,1,4.5,13.6,13.2,0.2,0.7,0.8,0.071,-4,0.6,-3.3,-0.2,9.9,0.983,0.311,0.185,0.202,0.286,0.017,0.595,0.455,0.583,0.176,0.769,NA,0.092,10,0,NA
"Carlos Arroyo","16","PG",23,"UTA",44,0,287,50,109,0.459,3,7,0.429,47,102,0.461,0.472,18,22,0.818,11,15,26,53,12,1,30,28,121,14.1,0.51,0.202,4.8,6.1,5.5,33.1,2.2,0.3,20.2,23.8,0.1,0.2,0.3,0.057,-0.1,-1,-1,0.1,11.2,0.936,0.284,0.183,0.119,0.349,0.064,0.71,0.3,0.462,0.342,0.255,0.333,0,0,0.143,1
"Carlos Boozer","38","PF",21,"CLE",81,54,2049,331,618,0.536,0,1,0,331,617,0.536,0.536,148,192,0.771,202,407,609,106,59,50,103,224,810,17.9,0.577,0.311,10.8,22.7,16.6,9.3,1.5,1.7,12.8,17.1,4.2,1.8,5.9,0.139,0.6,-0.6,0,1,6.7,0.998,0.511,0.146,0.168,0.173,0.002,0.661,0.333,0.471,0.402,0.668,NA,0.125,66,1,0
"Caron Butler","61","SF",22,"MIA",78,78,2858,429,1032,0.416,34,107,0.318,395,925,0.427,0.432,309,375,0.824,135,262,397,213,137,31,192,230,1201,15.1,0.502,0.363,5.3,10.9,8,14.1,2.6,0.9,13.8,22.9,1.6,3.6,5.1,0.086,-0.4,1,0.5,1.8,10.5,0.896,0.354,0.147,0.154,0.241,0.104,0.548,0.362,0.302,0.369,0.471,0.824,0.065,54,0.271,0.345
"Casey Jacobsen","188","SF",21,"PHO",72,0,1147,122,327,0.373,52,165,0.315,70,162,0.432,0.453,72,105,0.686,29,54,83,73,35,6,55,90,368,9.2,0.493,0.321,2.8,5.4,4.1,9.8,1.6,0.4,12.8,16.7,0.5,0.7,1.2,0.051,-1.9,-0.3,-2.3,-0.1,15.6,0.495,0.287,0.04,0.049,0.119,0.505,0.5,0.231,0.438,0.333,0.571,0.962,0.012,4,0.455,0.387
