"Player","Rk","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Dist.","%2P","%0-3","%3-10","%10-16","%16-3P","%3P","0-3%","3-10%","10-16%","16-3P%","2ast","3ast","%Dunks","#Dunks","%C3","C3%"
"Amal McCaskill","259","C",30,"PHI",59,3,636,47,117,0.402,0,1,0,47,116,0.405,0.402,19,27,0.704,48,85,133,20,12,20,25,89,113,7.3,0.438,0.231,9,15.6,12.3,5.2,1,2.5,16.2,11.4,-0.1,0.7,0.6,0.047,-4.4,0.4,-4,-0.3,6.7,0.991,0.487,0.145,0.205,0.154,0.009,0.561,0.353,0.333,0.056,0.574,NA,0.077,8,0,NA
"Amar'e Stoudemire","377","PF",21,"PHO",55,53,2025,411,865,0.475,1,5,0.2,410,860,0.477,0.476,310,435,0.713,157,339,496,78,64,89,177,188,1133,19.8,0.536,0.503,8.8,19.2,14,7,1.6,3.3,14.4,27.5,2.4,2,4.4,0.105,0.8,-0.7,0.1,1.1,6.3,0.994,0.429,0.296,0.162,0.108,0.006,0.609,0.414,0.357,0.301,0.459,1,0.147,112,0,NA
"Andre Miller","271","PG",27,"DEN",82,82,2838,430,941,0.457,12,65,0.185,418,876,0.477,0.463,342,411,0.832,127,239,366,501,142,25,215,194,1214,18.8,0.541,0.437,5,9.7,7.3,29.1,2.6,0.6,16.1,20.7,6.1,2.6,8.8,0.148,2.2,0.4,2.5,3.3,9.1,0.931,0.368,0.186,0.238,0.139,0.069,0.613,0.423,0.406,0.313,0.356,0.5,0.005,4,0.154,0.2
"Andrei Kirilenko","227","PF",22,"UTA",78,78,2895,412,931,0.443,68,201,0.338,344,730,0.471,0.479,392,496,0.79,226,403,629,244,150,215,215,174,1284,22.6,0.559,0.533,9.5,17.5,13.5,15.7,2.9,6.3,15.8,21.9,6.5,5,11.6,0.192,5,2.9,7.9,7.2,9.3,0.784,0.521,0.072,0.049,0.142,0.216,0.575,0.373,0.174,0.242,0.529,0.956,0.114,100,0.085,0.471
"Andrew DeClercq","105","C",30,"ORL",71,53,1211,93,195,0.477,0,0,NA,93,195,0.477,0.477,44,54,0.815,131,186,317,44,47,32,54,217,230,10.6,0.526,0.277,12,17.8,14.8,5.5,2.1,1.9,19.8,10.2,1.1,0.6,1.7,0.069,-3.2,-0.4,-3.6,-0.5,3,1,0.667,0.226,0.082,0.026,0,0.538,0.341,0.375,0.4,0.548,NA,0.056,11,NA,NA
"Anfernee Hardaway","166","SG",32,"TOT",76,14,2095,279,679,0.411,30,79,0.38,249,600,0.415,0.433,111,138,0.804,69,218,287,176,70,20,107,146,699,11.8,0.472,0.203,3.8,11.9,7.9,13.9,1.8,0.7,12.6,18.6,0.6,1.4,2,0.046,-1.4,-0.3,-1.7,0.1,13.7,0.884,0.184,0.14,0.158,0.402,0.116,0.488,0.379,0.439,0.385,0.602,0.9,0.003,1,0.291,0.391
"Ansu Sesay","358","SF",27,"SEA",57,2,583,81,178,0.455,6,21,0.286,75,157,0.478,0.472,32,46,0.696,43,49,92,19,19,20,23,66,200,13,0.504,0.258,8.8,9.8,9.3,5.4,1.7,2.6,10.4,17.6,0.6,0.2,0.8,0.065,-1.5,-1,-2.5,-0.1,11.4,0.882,0.354,0.107,0.073,0.348,0.118,0.667,0.316,0.385,0.355,0.627,1,0.129,21,0.381,0.375
"Antawn Jamison","205","SF",27,"DAL",82,2,2376,488,913,0.535,16,40,0.4,472,873,0.541,0.543,220,294,0.748,233,287,520,70,83,30,81,174,1212,21.2,0.581,0.322,10.4,13.5,11.9,4.7,1.8,0.9,7.2,20.7,8.1,1,9,0.183,3.3,-1.5,1.7,2.2,7.1,0.956,0.403,0.315,0.103,0.135,0.044,0.693,0.469,0.404,0.358,0.744,1,0.019,17,0.35,0.429
"Anthony Carter","72","PG",28,"SAS",5,2,87,11,37,0.297,0,3,0,11,34,0.324,0.297,0,0,NA,2,9,11,12,4,0,12,9,22,0.3,0.297,0,2.6,11.4,7.1,23.3,2.5,0,24.5,26,-0.5,0.2,-0.3,-0.176,-9.9,-1,-10.9,-0.2,13.9,0.919,0.216,0.108,0.162,0.432,0.081,0.5,0,0.167,0.375,0.545,NA,0,0,0.333,0
"Anthony Goldwire","152","PG",32,"TOT",11,0,85,7,22,0.318,2,8,0.25,5,14,0.357,0.364,1,1,1,1,6,7,11,5,0,3,5,17,8.8,0.379,0.045,1.4,7.8,4.7,18.9,3.2,0,11.8,14.1,0,0.1,0.1,0.042,-3.6,2.1,-1.5,0,18.7,0.636,0.045,0.136,0.045,0.409,0.364,0,0.333,0,0.444,0.4,0.5,0,0,0.125,0
"Anthony Johnson","211","PG",29,"IND",73,7,1598,167,411,0.406,41,122,0.336,126,289,0.436,0.456,75,94,0.798,28,102,130,202,64,8,75,138,450,11.6,0.497,0.229,2,7.6,4.8,21.4,2.2,0.4,14.2,15.6,1.4,2.2,3.6,0.109,-1.6,1.2,-0.4,0.6,16.5,0.703,0.124,0.083,0.134,0.363,0.297,0.51,0.206,0.418,0.47,0.556,0.854,0.007,2,0.459,0.411
"Anthony Peeler","317","SG",34,"SAC",75,0,1391,156,348,0.448,68,141,0.482,88,207,0.425,0.546,51,61,0.836,31,122,153,120,56,10,77,103,431,11.8,0.575,0.175,2.6,9.7,6.2,12.8,2.1,0.5,17,14.7,1.4,0.8,2.2,0.076,-0.4,-0.2,-0.5,0.5,18,0.595,0.115,0.063,0.08,0.336,0.405,0.5,0.273,0.464,0.419,0.716,0.926,0,0,0.298,0.548
"Antoine Walker","407","PF",27,"DAL",82,82,2840,483,1129,0.428,82,305,0.269,401,824,0.487,0.464,103,186,0.554,198,486,684,369,65,65,202,212,1151,15.8,0.475,0.165,7.4,19.1,13.1,19.4,1.2,1.7,14.3,21.8,2.4,1.5,3.9,0.066,1.3,-0.8,0.5,1.8,9.8,0.73,0.404,0.226,0.064,0.036,0.27,0.577,0.424,0.306,0.195,0.449,0.927,0.021,20,0.157,0.292
"Antonio Daniels","97","PG",28,"SEA",71,32,1512,187,398,0.47,42,116,0.362,145,282,0.514,0.523,155,184,0.842,23,119,142,298,45,6,61,64,571,19.7,0.596,0.462,1.8,9.2,5.5,31.9,1.6,0.3,11.3,16.5,5.8,0,5.8,0.184,3.9,-1,2.9,1.9,13.4,0.709,0.241,0.188,0.095,0.183,0.291,0.729,0.427,0.342,0.411,0.359,0.762,0.043,15,0.172,0.4
"Antonio Davis","99","C",35,"TOT",80,79,2570,266,660,0.403,0,0,NA,266,660,0.403,0.403,176,230,0.765,207,464,671,137,37,65,114,206,708,11.8,0.465,0.348,8.7,20.4,14.4,9,0.8,1.9,13,15.5,1,2.8,3.8,0.071,-2.1,-0.3,-2.4,-0.3,8.8,1,0.341,0.168,0.277,0.214,0,0.467,0.396,0.377,0.34,0.669,NA,0.074,45,NA,NA
"Antonio McDyess","261","PF",29,"TOT",42,20,927,126,268,0.47,0,0,NA,126,268,0.47,0.47,38,69,0.551,70,187,257,36,37,24,57,117,290,12.6,0.486,0.257,8.7,23,15.9,6.5,2.1,1.9,16,17.6,0,1.2,1.2,0.061,-2.5,0.3,-2.2,-0.1,10.3,1,0.284,0.123,0.28,0.313,0,0.684,0.364,0.36,0.417,0.714,NA,0.041,9,NA,NA
"Austin Croshere","92","PF",28,"IND",77,0,1051,119,307,0.388,56,144,0.389,63,163,0.387,0.479,93,104,0.894,60,183,243,52,24,14,55,101,387,14.4,0.549,0.339,6.7,20.8,13.7,8.5,1.3,1,13.5,18.3,1.6,1.8,3.4,0.156,0.7,0.4,1.1,0.8,15.6,0.531,0.28,0.049,0.059,0.143,0.469,0.477,0.267,0.111,0.364,0.619,0.929,0.052,13,0.403,0.431
"Avery Johnson","212","PG",38,"GSW",46,1,637,80,199,0.402,0,3,0,80,196,0.408,0.402,52,78,0.667,3,30,33,111,26,3,51,34,212,11.7,0.454,0.392,0.5,5.3,2.9,29.1,2.2,0.3,17.9,20.6,-0.2,0.4,0.2,0.016,-2.1,-0.7,-2.8,-0.1,6.1,0.985,0.482,0.261,0.09,0.151,0.015,0.521,0.327,0.222,0.3,0.113,NA,0,0,0,NA
"Baron Davis","100","PG",24,"NOH",67,66,2686,554,1402,0.395,187,582,0.321,367,820,0.448,0.462,237,352,0.673,66,221,287,501,158,27,215,178,1532,20.7,0.492,0.251,2.7,9.6,6.1,37.9,3.2,0.8,12.1,30.1,4.3,3.2,7.5,0.133,4.7,0.5,5.2,4.8,15,0.585,0.289,0.052,0.091,0.153,0.415,0.546,0.315,0.336,0.374,0.286,0.529,0.024,31,0.129,0.32
"Ben Handlogten","164","C",30,"UTA",17,0,172,25,47,0.532,0,0,NA,25,47,0.532,0.532,18,27,0.667,22,33,55,6,3,4,10,32,68,17.1,0.577,0.574,15.6,24.2,19.8,6.5,1,2,14.5,18.6,0.4,0.2,0.6,0.168,-0.4,-1.6,-2,0,1.8,1,0.83,0.085,0.043,0.043,0,0.538,0.75,0,0.5,0.6,NA,0.085,3,NA,NA
"Bimbo Coles","84","PG",35,"MIA",22,1,170,12,34,0.353,0,0,NA,12,34,0.353,0.353,4,6,0.667,2,8,10,15,3,0,9,27,28,1.8,0.382,0.176,1.4,5.5,3.4,14.2,1,0,19.7,12.6,-0.2,0.1,-0.1,-0.036,-7.8,-0.7,-8.5,-0.3,13.4,1,0.235,0.029,0.118,0.618,0,0.75,1,0,0.238,0.75,NA,0,0,NA,NA
"Bo Outlaw","304","PF",32,"MEM",82,1,1606,159,312,0.51,0,4,0,159,308,0.516,0.51,61,116,0.526,125,217,342,90,73,70,69,170,379,13.1,0.522,0.372,8.7,15.4,12,8.7,2.4,3.2,16,12.1,1.4,2.2,3.6,0.107,-1,1.9,0.9,1.2,3.5,0.987,0.651,0.247,0.032,0.058,0.013,0.626,0.351,0.2,0.167,0.711,NA,0.077,22,0,NA
"Bob Sura","381","SG",30,"TOT",80,18,1663,202,485,0.416,21,79,0.266,181,406,0.446,0.438,171,226,0.757,100,226,326,233,62,14,105,158,596,16.2,0.51,0.466,6.9,15.3,11.2,24.1,2,0.6,15.2,19,2.6,2,4.6,0.133,0.6,0.5,1.1,1.3,8.8,0.837,0.515,0.085,0.082,0.155,0.163,0.504,0.268,0.25,0.453,0.436,0.857,0.016,8,0.367,0.241
"Bobby Jackson","196","SG",30,"SAC",50,0,1185,263,592,0.444,81,219,0.37,182,373,0.488,0.513,82,109,0.752,55,119,174,105,49,8,63,106,689,19.2,0.538,0.184,5.4,11.1,8.3,15.8,2.1,0.5,9,26.8,2.3,0.8,3.1,0.124,3.1,-1,2.1,1.2,15.6,0.63,0.24,0.081,0.068,0.242,0.37,0.655,0.333,0.425,0.392,0.489,0.679,0,0,0.311,0.441
"Bobby Simmons","360","SF",23,"LAC",56,8,1376,147,373,0.394,2,12,0.167,145,361,0.402,0.397,141,169,0.834,115,147,262,96,51,17,73,169,437,12.6,0.488,0.453,9.4,12.3,10.8,11.5,2,0.9,14,16.8,1.6,0.4,2,0.07,-0.9,-0.7,-1.6,0.1,9.9,0.968,0.375,0.129,0.126,0.338,0.032,0.5,0.292,0.255,0.389,0.628,1,0.024,9,0.5,0.333
"Bonzi Wells","418","SG",27,"TOT",72,27,1872,363,850,0.427,22,69,0.319,341,781,0.437,0.44,138,183,0.754,78,182,260,139,91,19,161,197,886,13,0.476,0.215,4.8,11.2,7.9,13.6,2.6,0.7,14.8,26.5,-0.9,1.8,0.9,0.023,-2.5,-0.5,-3,-0.4,10.6,0.919,0.358,0.102,0.146,0.313,0.081,0.589,0.345,0.323,0.346,0.669,0.864,0.04,29,0.594,0.341
"Boris Diaw","108","SG",21,"ATL",76,37,1919,140,313,0.447,6,26,0.231,134,287,0.467,0.457,56,93,0.602,111,231,342,182,59,37,126,191,342,8.8,0.483,0.297,6.6,13.5,10.1,14.9,1.6,1.4,26.3,11.4,-0.3,1.1,0.8,0.021,-2.4,0.1,-2.3,-0.2,8.5,0.917,0.457,0.125,0.147,0.188,0.083,0.545,0.308,0.37,0.458,0.552,1,0.07,21,0.385,0.3
"Boštjan Nachbar","288","SF",23,"HOU",45,3,516,47,132,0.356,23,63,0.365,24,69,0.348,0.443,21,29,0.724,8,62,70,30,14,14,23,72,138,8.3,0.477,0.22,1.9,13.5,8,9.8,1.5,2.1,13.7,15.5,0,0.8,0.8,0.071,-3,1.8,-1.2,0.1,15.8,0.523,0.28,0.053,0.03,0.159,0.477,0.541,0,0.25,0.143,0.542,0.957,0.045,5,0.238,0.2
"Brad Miller","272","PF",27,"SAC",72,53,2621,373,731,0.51,12,38,0.316,361,693,0.521,0.518,256,329,0.778,191,552,743,312,68,86,144,247,1014,19.4,0.579,0.45,8.5,23.3,16.1,18.5,1.3,2.3,14.1,17.6,7.1,3,10,0.184,2,1,3.1,3.4,10,0.948,0.364,0.152,0.119,0.313,0.052,0.692,0.288,0.391,0.485,0.726,1,0.062,43,0.026,1
"Brandon Armstrong","12","SG",23,"NJN",56,0,434,65,175,0.371,19,52,0.365,46,123,0.374,0.426,2,4,0.5,12,31,43,14,12,2,24,49,151,5.5,0.427,0.023,3.3,8.4,5.8,5.7,1.5,0.4,12,21.7,-0.8,0.5,-0.3,-0.03,-5.5,-2,-7.5,-0.6,17.4,0.703,0.126,0.023,0.103,0.451,0.297,0.545,0,0.389,0.342,0.761,0.684,0,0,0.404,0.333
"Brandon Hunter","191","PF",23,"BOS",36,12,406,53,116,0.457,0,3,0,53,113,0.469,0.457,19,43,0.442,50,68,118,19,13,1,22,40,125,12.6,0.463,0.371,14.4,18.8,16.6,7.9,1.6,0.2,14,17.6,0.2,0.4,0.6,0.066,-1.1,-1.3,-2.4,0,4.9,0.974,0.612,0.241,0.052,0.069,0.026,0.592,0.286,0.333,0.125,0.434,NA,0.147,15,0,NA
"Brendan Haywood","176","C",24,"WAS",77,59,1484,200,388,0.515,0,1,0,200,387,0.517,0.515,137,234,0.585,186,201,387,43,32,100,80,154,537,17.2,0.547,0.603,13.7,15.6,14.6,5.2,1.1,4.9,14,17,2.4,1.4,3.8,0.123,-0.2,-0.5,-0.7,0.5,4.6,0.997,0.469,0.379,0.124,0.026,0.003,0.687,0.395,0.271,0.4,0.5,NA,0.178,66,0,NA
"Brent Barry","22","SG",32,"SEA",59,53,1803,215,427,0.504,114,252,0.452,101,175,0.577,0.637,91,110,0.827,21,183,204,342,85,16,139,121,635,18.3,0.668,0.258,1.4,11.9,6.7,30.5,2.5,0.7,22.6,15.8,4.9,0.7,5.7,0.151,3.2,0.1,3.2,2.4,17.8,0.41,0.22,0.068,0.028,0.094,0.59,0.681,0.483,0.417,0.45,0.446,0.868,0.028,12,0.127,0.281
"Brevin Knight","229","PG",28,"TOT",56,13,1037,105,246,0.427,2,8,0.25,103,238,0.433,0.431,49,65,0.754,14,98,112,204,84,1,72,107,261,13.6,0.475,0.264,1.5,10.8,6.1,31.7,4.2,0.1,20.8,14.9,0.5,1.2,1.7,0.078,-2.5,2.2,-0.3,0.4,13.3,0.967,0.179,0.118,0.195,0.476,0.033,0.591,0.345,0.313,0.444,0.476,0,0,0,0.25,0
"Brian Cardinal","70","PF",26,"GSW",76,11,1634,220,466,0.472,55,124,0.444,165,342,0.482,0.531,238,271,0.878,100,217,317,103,66,20,84,206,733,19.4,0.626,0.582,6.9,15,10.9,10.7,2.2,0.9,12.6,18.9,5.5,1.7,7.2,0.212,2.2,1,3.2,2.2,13.7,0.734,0.223,0.165,0.105,0.24,0.266,0.663,0.273,0.449,0.473,0.727,0.964,0.013,5,0.5,0.468
"Brian Cook","88","C",23,"LAL",35,2,442,67,141,0.475,0,5,0,67,136,0.493,0.475,21,28,0.75,31,70,101,20,16,16,17,64,155,14,0.505,0.199,7.8,18.2,12.9,7.4,1.9,2.7,10,17.3,0.5,0.7,1.1,0.122,-2.1,0.9,-1.1,0.1,12.8,0.965,0.22,0.078,0.213,0.454,0.035,0.677,0.273,0.433,0.469,0.821,NA,0.064,8,0.2,0
"Brian Grant","154","C",31,"MIA",76,76,2303,289,613,0.471,0,1,0,289,612,0.472,0.471,86,110,0.782,174,350,524,69,51,35,82,254,664,12.1,0.502,0.179,8.7,17.9,13.3,5.3,1.2,1.2,11,15.2,2.1,2.8,4.9,0.101,-1.8,-0.2,-2,0,11.3,0.998,0.292,0.106,0.14,0.46,0.002,0.592,0.292,0.453,0.443,0.775,NA,0.055,28,0,NA
"Brian Scalabrine","357","PF",25,"NJN",69,2,928,86,218,0.394,10,41,0.244,76,177,0.429,0.417,58,70,0.829,42,131,173,65,21,14,42,113,240,9.5,0.482,0.321,5.4,16.6,11,11.3,1.2,1.2,14.4,14.7,0.3,1.4,1.7,0.089,-3.2,0.7,-2.6,-0.1,13.8,0.812,0.252,0.083,0.106,0.372,0.188,0.491,0.389,0.435,0.395,0.803,1,0.037,8,0.293,0.417
"Brian Skinner","361","C",27,"MIL",56,54,1577,255,513,0.497,0,0,NA,255,513,0.497,0.497,79,138,0.572,119,292,411,49,30,61,78,165,589,14.4,0.513,0.269,8.6,21,14.8,5.3,1,2.8,12,18.7,1.2,1.6,2.7,0.083,-1.1,-0.7,-1.8,0.1,6.1,1,0.4,0.326,0.22,0.055,0,0.61,0.485,0.389,0.179,0.624,NA,0.086,42,NA,NA
"Britton Johnsen","210","C",24,"ORL",20,4,290,17,59,0.288,1,12,0.083,16,47,0.34,0.297,7,16,0.438,15,30,45,12,7,1,14,28,42,2.6,0.318,0.271,5.7,12,8.8,6.1,1.3,0.2,17.5,12.5,-0.5,0,-0.6,-0.096,-6.1,-1.7,-7.8,-0.4,12.2,0.797,0.39,0.051,0.051,0.305,0.203,0.565,0,0.333,0.111,0.375,1,0.119,6,0.167,0
"Bruce Bowen","44","SF",32,"SAS",82,82,2624,211,502,0.42,77,212,0.363,134,290,0.462,0.497,66,114,0.579,45,208,253,113,84,33,90,166,565,8.2,0.512,0.227,1.9,8.8,5.4,6.7,1.7,0.9,14,11.3,0.8,4.6,5.4,0.098,-2.6,2.2,-0.5,1,15,0.578,0.175,0.157,0.116,0.129,0.422,0.591,0.38,0.414,0.431,0.619,1,0.012,6,0.835,0.373
"Bruno Šundov","380","C",23,"TOT",5,0,33,4,10,0.4,0,0,NA,4,10,0.4,0.4,3,6,0.5,2,8,10,1,0,0,3,9,11,3.5,0.435,0.6,6.7,26.8,16.8,6.4,0,0,19.2,21.3,-0.1,0,0,-0.046,-9.1,-1.6,-10.7,-0.1,8.6,1,0.4,0.2,0,0.4,0,0.25,0.5,NA,0.5,0.75,NA,0,0,NA,NA
"Bryce Drew","116","PG",29,"NOH",15,0,78,4,18,0.222,1,7,0.143,3,11,0.273,0.25,3,3,1,0,6,6,13,4,0,8,1,12,4.5,0.311,0.167,0,9,4.4,25.7,2.8,0,29.3,16,-0.2,0.1,-0.2,-0.095,-5.8,-1.7,-7.5,-0.1,18.4,0.611,0.111,0,0.111,0.389,0.389,1,NA,0,0.143,1,1,0,0,0.429,0
"Bryon Russell","353","SF",33,"LAL",72,1,945,98,244,0.402,43,112,0.384,55,132,0.417,0.49,50,65,0.769,32,114,146,71,32,12,37,110,289,11.6,0.53,0.266,3.8,13.9,8.7,11.4,1.8,0.9,12,14.7,1.1,1.1,2.2,0.111,-0.9,0.6,-0.2,0.4,19,0.541,0.115,0.049,0.057,0.32,0.459,0.536,0.333,0.286,0.41,0.782,0.977,0.008,1,0.304,0.441
"Calbert Cheaney","78","SF",32,"GSW",79,7,2067,278,578,0.481,0,10,0,278,568,0.489,0.481,47,77,0.61,77,183,260,136,60,12,85,184,603,10.6,0.493,0.133,4.2,10,7.1,11.2,1.6,0.4,12.2,15.5,1,1.3,2.3,0.054,-2.4,0.1,-2.3,-0.1,11.8,0.983,0.197,0.171,0.227,0.388,0.017,0.737,0.515,0.374,0.42,0.716,NA,0.026,15,0.5,0
"Calvin Booth","39","C",27,"SEA",71,35,1206,135,290,0.466,0,2,0,135,288,0.469,0.466,75,94,0.798,86,194,280,28,17,101,45,150,345,13.6,0.521,0.324,8.5,18.8,13.7,3.7,0.8,6.3,12,14.4,1.3,0.9,2.2,0.088,-2.2,0.3,-1.8,0,8.5,0.993,0.383,0.159,0.19,0.262,0.007,0.712,0.283,0.327,0.329,0.748,NA,0.159,42,0.5,0
"Carlos Arroyo","14","PG",24,"UTA",71,71,2008,339,768,0.441,38,117,0.325,301,651,0.462,0.466,181,225,0.804,41,144,185,355,63,5,156,165,897,16.8,0.517,0.293,2.5,9,5.7,34.6,1.7,0.2,15.2,23.7,3.5,1.2,4.7,0.112,2,-1.1,0.9,1.5,14.5,0.848,0.22,0.052,0.145,0.431,0.152,0.515,0.275,0.486,0.45,0.352,0.737,0,0,0.179,0.429
"Carlos Boozer","40","PF",22,"CLE",75,75,2592,471,900,0.523,1,6,0.167,470,894,0.526,0.524,219,285,0.768,230,627,857,148,74,55,134,199,1162,20.8,0.567,0.317,9.8,26.8,18.3,10.3,1.5,1.5,11.6,20,6.1,3.4,9.4,0.174,2.4,-0.2,2.1,2.7,7.4,0.993,0.451,0.159,0.229,0.154,0.007,0.702,0.294,0.437,0.381,0.696,1,0.091,74,0,NA
"Carmelo Anthony","9","SF",19,"DEN",82,82,2995,624,1465,0.426,69,214,0.322,555,1251,0.444,0.449,408,525,0.777,183,315,498,227,97,41,247,225,1725,17.6,0.509,0.358,6.8,12.1,9.4,13.8,1.7,1,12.7,28.5,3.7,2.4,6.1,0.098,1.6,-1.6,0.1,1.6,10.3,0.854,0.452,0.065,0.06,0.277,0.146,0.541,0.232,0.341,0.357,0.528,0.768,0.087,121,0.079,0.353
"Caron Butler","64","SF",23,"MIA",68,56,2030,240,631,0.38,10,42,0.238,230,589,0.39,0.388,133,176,0.756,92,234,326,126,75,13,91,162,623,10.7,0.44,0.279,5.2,13.6,9.4,10.8,2,0.5,11.4,18.5,-0.2,2.4,2.1,0.05,-2.9,0.1,-2.9,-0.4,12.2,0.933,0.326,0.103,0.103,0.401,0.067,0.51,0.292,0.308,0.34,0.674,0.7,0.035,21,0.095,0.25
"Casey Jacobsen","201","SF",22,"PHO",78,13,1828,150,360,0.417,75,180,0.417,75,180,0.417,0.521,91,111,0.82,42,159,201,98,48,9,68,144,466,9.6,0.57,0.308,2.6,10,6.3,8,1.4,0.4,14.3,11.8,2.1,0.5,2.6,0.068,-1.2,-0.6,-1.8,0.1,15.9,0.5,0.283,0.022,0.044,0.15,0.5,0.51,0.125,0.125,0.37,0.52,0.96,0.006,2,0.461,0.434
