"Player","Rk","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Dist.","%2P","%0-3","%3-10","%10-16","%16-3P","%3P","0-3%","3-10%","10-16%","16-3P%","2ast","3ast","%Dunks","#Dunks","%C3","C3%"
"Kevin Garnett",17,"PF",29,"MIN",76,76,2957,626,1191,0.526,8,30,0.267,618,1161,0.532,0.529,396,489,0.81,214,752,966,308,104,107,180,206,1656,26.8,0.589,0.411,8.9,29.7,19.6,20.2,1.9,2.7,11.3,25.5,9,5.9,14.9,0.242,5.6,2.2,7.8,7.4,10.8,0.975,0.263,0.173,0.238,0.301,0.025,0.668,0.476,0.511,0.464,0.604,0.75,0.083,96,0.1,0
"Joe Johnson",18,"SG",24,"ATL",82,82,3340,632,1395,0.453,128,360,0.356,504,1035,0.487,0.499,261,330,0.791,98,237,335,536,103,31,267,187,1653,17.9,0.537,0.237,3.4,8.8,6,29.1,1.6,0.7,14.8,24.6,5.5,0.4,6,0.086,3.1,-2.1,1,2.5,13.7,0.742,0.186,0.213,0.132,0.211,0.258,0.618,0.495,0.418,0.407,0.308,0.844,0.007,10,0.314,0.46
"Pau Gasol",19,"PF",25,"MEM",80,80,3135,600,1194,0.503,3,12,0.25,597,1182,0.505,0.504,425,617,0.689,191,522,713,371,46,153,235,184,1628,22.7,0.555,0.517,7.5,20,13.8,23.7,0.8,3.9,13.8,26.4,6.6,5.4,12,0.184,3.9,1.7,5.5,6,6.3,0.99,0.411,0.324,0.147,0.108,0.01,0.654,0.411,0.366,0.411,0.494,1,0.116,126,0.5,0.167
"Richard Hamilton",20,"SG",27,"DET",80,80,2825,649,1322,0.491,55,120,0.458,594,1202,0.494,0.512,256,303,0.845,84,172,256,275,52,16,173,207,1609,18.2,0.553,0.229,3.5,7.3,5.4,18.6,1,0.4,10.6,27.4,5.3,2.4,7.6,0.13,1.7,-0.9,0.8,2,12,0.909,0.25,0.095,0.244,0.32,0.091,0.63,0.492,0.44,0.43,0.736,1,0.005,6,0.65,0.5
"Mike James",21,"PG",30,"TOR",79,79,2925,576,1228,0.469,169,382,0.442,407,846,0.481,0.538,283,338,0.837,45,217,262,460,72,3,206,214,1604,19.8,0.583,0.275,1.8,9.5,5.5,28.2,1.3,0.1,13,25,7.7,-0.1,7.6,0.125,4,-2.2,1.8,2.9,14.3,0.689,0.254,0.126,0.061,0.248,0.311,0.561,0.426,0.32,0.467,0.17,0.609,0.002,2,0.16,0.475
"Chris Bosh",22,"C",21,"TOR",70,70,2751,549,1087,0.505,0,13,0,549,1074,0.511,0.505,474,581,0.816,204,443,647,181,50,79,157,209,1572,23.2,0.585,0.534,8.7,20.6,14.4,11.8,1,2.3,10.5,25.2,8.7,1.1,9.8,0.17,3.9,-1,2.9,3.4,9.7,0.988,0.318,0.162,0.239,0.269,0.012,0.647,0.398,0.427,0.493,0.488,NA,0.074,76,0.154,0
"Rashard Lewis",23,"SF",26,"SEA",78,77,2876,538,1151,0.467,142,370,0.384,396,781,0.507,0.529,350,428,0.818,111,279,390,182,102,50,141,191,1568,20,0.585,0.372,4.6,11.9,8.2,10.7,1.9,1.3,9.5,23.1,8.2,0.1,8.3,0.138,4.2,-1.6,2.7,3.4,14.1,0.679,0.195,0.202,0.139,0.142,0.321,0.653,0.519,0.356,0.436,0.452,0.958,0.047,52,0.276,0.431
"Richard Jefferson",24,"SF",25,"NJN",78,78,3059,495,1005,0.493,60,188,0.319,435,817,0.532,0.522,471,580,0.812,95,439,534,297,59,17,174,193,1521,18.9,0.603,0.577,3.6,17.1,10.2,18,1,0.4,12.1,22.1,7.6,4.1,11.7,0.184,2.6,0.5,3.1,3.9,10.6,0.813,0.437,0.072,0.064,0.241,0.187,0.629,0.222,0.406,0.483,0.743,0.917,0.142,121,0.383,0.361
"Chris Webber",25,"PF",32,"PHI",75,75,2893,617,1422,0.434,21,77,0.273,596,1345,0.443,0.441,263,348,0.756,184,557,741,256,103,62,182,219,1518,18.4,0.482,0.245,7.4,22.6,15,16.4,1.8,1.6,10.4,27.7,1.1,3.3,4.4,0.074,0.6,-0.7,-0.1,1.3,10.8,0.946,0.257,0.22,0.155,0.313,0.054,0.568,0.45,0.262,0.425,0.622,0.81,0.056,73,0.169,0.385
"Ricky Davis",26,"SG",26,"TOT",78,78,3207,584,1304,0.448,73,242,0.302,511,1062,0.481,0.476,275,345,0.797,65,286,351,394,91,17,213,190,1516,15.6,0.521,0.265,2.5,10.5,6.6,22.2,1.5,0.4,12.8,24.3,2.5,2.5,5,0.075,0.6,-1,-0.4,1.3,14.3,0.814,0.245,0.061,0.15,0.36,0.186,0.605,0.354,0.441,0.435,0.562,0.849,0.04,52,0.215,0.269
"Tony Parker",27,"PG",23,"SAS",80,80,2715,623,1136,0.548,11,36,0.306,612,1100,0.556,0.553,253,358,0.707,38,223,261,460,83,4,249,161,1510,20.8,0.584,0.315,1.7,9.5,5.7,32.2,1.7,0.1,16.1,27.1,5.5,4.1,9.6,0.169,2.4,0.4,2.8,3.3,8.7,0.968,0.469,0.133,0.055,0.311,0.032,0.705,0.444,0.349,0.416,0.324,0.727,0.002,2,0.278,0.5
"Chauncey Billups",28,"PG",29,"DET",81,81,2925,423,1012,0.418,184,425,0.433,239,587,0.407,0.509,465,520,0.894,41,211,252,699,71,8,170,160,1495,23.4,0.602,0.514,1.6,8.7,5.1,39.3,1.3,0.2,12,22.9,12.7,2.8,15.5,0.254,6.2,0.1,6.2,6.1,17,0.58,0.192,0.041,0.134,0.213,0.42,0.433,0.415,0.419,0.375,0.268,0.484,0.001,1,0.144,0.475
"Steve Nash",29,"PG",31,"PHO",79,79,2796,541,1056,0.512,150,342,0.439,391,714,0.548,0.583,257,279,0.921,47,286,333,826,61,12,276,120,1489,23.3,0.632,0.264,1.9,11.1,6.6,44.4,1.1,0.3,19,23.3,10.3,2.1,12.4,0.212,5.7,-0.7,5,4.9,15,0.676,0.233,0.092,0.11,0.241,0.324,0.703,0.454,0.457,0.475,0.138,0.473,0,0,0.038,0.385
"Tim Duncan",30,"PF",29,"SAS",80,80,2784,574,1185,0.484,2,5,0.4,572,1180,0.485,0.485,335,533,0.629,231,650,881,253,70,162,198,219,1485,23.1,0.523,0.45,10.1,26.9,18.7,16.5,1.4,4.2,12.2,27.7,3.9,6.9,10.8,0.187,2.3,2.6,5,4.9,7.5,0.996,0.321,0.362,0.178,0.135,0.004,0.705,0.399,0.379,0.331,0.5,0.5,0.057,65,0.2,1
"Mehmet Okur",31,"PF",26,"UTA",82,82,2945,519,1128,0.46,80,234,0.342,439,894,0.491,0.496,354,454,0.78,211,535,746,194,40,73,163,285,1472,19,0.554,0.402,8.6,22.2,15.4,12.8,0.7,2.1,10.9,23.5,6.3,3,9.3,0.152,2.4,-0.8,1.6,2.7,13.3,0.793,0.241,0.156,0.121,0.275,0.207,0.61,0.364,0.478,0.465,0.636,0.938,0.023,23,0.017,0.25
"Al Harrington",32,"PF",25,"ATL",76,76,2782,551,1220,0.452,66,191,0.346,485,1029,0.471,0.479,243,350,0.694,132,391,523,238,85,14,195,301,1411,16,0.513,0.287,5.5,17.4,11.3,15.8,1.6,0.4,12.4,25.6,2.6,1.2,3.8,0.065,0.4,-1.7,-1.3,0.5,11.2,0.843,0.325,0.12,0.169,0.229,0.157,0.605,0.32,0.359,0.444,0.491,0.985,0.04,47,0.34,0.354
"Morris Peterson",33,"SG",28,"TOR",82,77,3140,478,1096,0.436,177,448,0.395,301,648,0.465,0.517,241,294,0.82,65,316,381,190,104,15,126,223,1374,15.3,0.561,0.268,2.4,12.8,7.4,10,1.7,0.4,9.3,19.9,5.2,0.6,5.9,0.09,1.4,-1,0.4,1.9,16.1,0.591,0.22,0.072,0.078,0.222,0.409,0.564,0.367,0.447,0.403,0.548,0.881,0.016,14,0.491,0.432
"Jason Terry",34,"PG",28,"DAL",80,80,2798,516,1099,0.47,171,416,0.411,345,683,0.505,0.547,168,210,0.8,31,127,158,306,100,27,135,196,1371,18.4,0.575,0.191,1.4,5.4,3.4,19.6,2,0.7,10.2,22.2,7.4,2.3,9.6,0.165,3.6,-0.2,3.3,3.7,16.3,0.621,0.154,0.086,0.151,0.231,0.379,0.592,0.394,0.452,0.524,0.339,0.842,0.005,5,0.248,0.476
"Wally Szczerbiak",35,"SF",28,"TOT",72,71,2729,493,1012,0.487,102,255,0.4,391,757,0.517,0.538,278,310,0.897,77,236,313,213,40,19,136,150,1366,17.7,0.595,0.306,3.5,10.2,6.9,14.1,0.8,0.5,10.6,22.1,6.3,1.7,8,0.141,2.8,-1.2,1.6,2.5,14.4,0.748,0.216,0.107,0.137,0.288,0.252,0.708,0.426,0.446,0.44,0.627,0.833,0.022,21,0.345,0.466
"Ben Gordon",36,"SG",22,"CHI",80,47,2482,486,1152,0.422,166,382,0.435,320,770,0.416,0.494,211,268,0.787,43,176,219,240,75,5,180,238,1349,14.5,0.531,0.233,2,8.1,5.1,17.3,1.6,0.2,12.4,26.3,1.8,2.6,4.4,0.086,0.7,-0.3,0.5,1.6,16.7,0.668,0.167,0.08,0.095,0.326,0.332,0.448,0.359,0.382,0.423,0.375,0.693,0.003,4,0.28,0.43
"Sam Cassell",37,"PG",36,"LAC",78,75,2653,493,1112,0.443,70,190,0.368,423,922,0.459,0.475,289,335,0.863,40,247,287,491,74,11,175,225,1345,18.5,0.534,0.301,1.8,10.4,6.3,32.5,1.5,0.3,12.2,25,4.8,2.8,7.6,0.137,2.1,-0.5,1.6,2.4,16.1,0.829,0.078,0.083,0.284,0.384,0.171,0.598,0.413,0.519,0.396,0.281,0.729,0,0,0.095,0.333
"Zach Randolph",38,"PF",24,"POR",74,71,2545,536,1229,0.436,16,55,0.291,520,1174,0.443,0.443,245,343,0.714,193,399,592,144,57,14,165,185,1333,16.9,0.483,0.279,9,19.1,14,11.4,1.2,0.4,10.7,28.8,0.4,0.9,1.3,0.024,0.5,-2.6,-2,0,9.8,0.955,0.315,0.224,0.117,0.299,0.045,0.545,0.371,0.34,0.429,0.481,0.938,0.006,7,0.255,0.429
"Stephen Jackson",39,"SG",27,"IND",81,81,2910,472,1148,0.411,117,339,0.345,355,809,0.439,0.462,268,341,0.786,48,264,312,225,104,43,203,195,1329,13.6,0.512,0.297,2,10.1,6.2,14.2,1.9,1.1,13.5,24,0.5,3.9,4.4,0.073,-0.6,0.5,-0.1,1.4,14.3,0.705,0.242,0.127,0.114,0.221,0.295,0.543,0.39,0.389,0.378,0.462,0.812,0.026,27,0.239,0.358
"Caron Butler",40,"SF",25,"WAS",75,54,2708,494,1086,0.455,41,120,0.342,453,966,0.469,0.474,289,332,0.87,114,352,466,186,127,18,175,238,1318,17,0.535,0.306,4.8,15.6,10,12.1,2.4,0.5,12.4,23.2,3.5,2.8,6.3,0.112,0.4,0.1,0.6,1.7,12.6,0.89,0.257,0.155,0.123,0.355,0.11,0.659,0.351,0.381,0.413,0.488,0.61,0.045,49,0.15,0.278
"Dwight Howard",41,"PF",20,"ORL",82,81,3021,468,881,0.531,0,2,0,468,879,0.532,0.531,356,598,0.595,288,734,1022,125,65,115,217,277,1292,19.3,0.565,0.679,12.1,29.2,20.9,7.2,1.2,3,15.9,21.3,4.2,4.4,8.6,0.137,1.1,-0.1,1,2.3,3.3,0.998,0.613,0.294,0.068,0.023,0.002,0.643,0.402,0.217,0.2,0.53,NA,0.269,214,0,NA
"Peja Stojaković",42,"SF",28,"TOT",71,71,2601,445,1018,0.437,162,404,0.401,283,614,0.461,0.517,238,260,0.915,79,336,415,136,45,10,103,171,1290,16.7,0.57,0.255,3.6,14.6,9.3,9.4,0.9,0.3,8.3,22,5.2,2.8,8,0.147,2.4,-0.8,1.6,2.3,16.7,0.603,0.201,0.051,0.069,0.282,0.397,0.683,0.385,0.271,0.362,0.625,0.92,0.009,9,0.228,0.489
"Kirk Hinrich",43,"PG",25,"CHI",81,81,2955,451,1078,0.418,126,341,0.37,325,737,0.441,0.477,256,314,0.815,29,259,288,514,94,21,188,251,1284,15.5,0.528,0.291,1.1,10,5.6,28.9,1.6,0.6,13.4,21.4,4.1,3.5,7.6,0.124,1.1,0.6,1.8,2.8,15.8,0.684,0.222,0.054,0.08,0.328,0.316,0.523,0.362,0.407,0.407,0.302,0.802,0,0,0.155,0.283
"Yao Ming",44,"C",25,"HOU",57,57,1949,467,900,0.519,0,1,0,467,899,0.519,0.519,337,395,0.853,148,433,581,85,30,94,147,195,1271,25.6,0.592,0.439,9.1,25.6,17.5,9.8,0.8,3.9,12,29.9,5,3.5,8.6,0.211,3.5,0.9,4.4,3.2,6.2,0.999,0.34,0.392,0.241,0.026,0.001,0.676,0.479,0.392,0.261,0.621,NA,0.078,63,0,NA
"David West",45,"PF",25,"NOK",74,74,2526,530,1036,0.512,3,11,0.273,527,1025,0.514,0.513,199,236,0.843,168,380,548,92,61,64,105,214,1262,19.7,0.554,0.228,7.7,18.4,12.9,7.2,1.3,2.1,8.4,23,4.8,2.6,7.4,0.141,1.8,-0.3,1.4,2.2,10,0.989,0.341,0.125,0.178,0.347,0.011,0.598,0.45,0.451,0.487,0.641,0.333,0.044,40,0,NA
"Chris Paul",46,"PG",20,"NOK",78,78,2808,407,947,0.43,50,177,0.282,357,770,0.464,0.456,394,465,0.847,61,339,400,611,175,6,183,218,1258,22.1,0.546,0.491,2.5,14.8,8.5,38.2,3.4,0.2,13.7,22.2,6.8,3.6,10.4,0.178,3,2.2,5.2,5.1,11.3,0.813,0.34,0.153,0.089,0.231,0.187,0.531,0.428,0.333,0.438,0.132,0.78,0.013,11,0.096,0.235
"Zydrunas Ilgauskas",47,"C",30,"CLE",78,78,2283,450,889,0.506,0,5,0,450,884,0.509,0.506,317,380,0.834,245,346,591,91,38,136,155,280,1217,21.9,0.576,0.427,12.6,18.1,15.3,7.4,0.9,4.6,12.8,24.6,5.6,3.1,8.7,0.184,1.4,0.2,1.6,2.1,6.9,0.994,0.445,0.255,0.134,0.16,0.006,0.631,0.41,0.319,0.486,0.593,NA,0.057,47,0,NA
"Rasheed Wallace",48,"PF",31,"DET",80,80,2780,459,1067,0.43,155,434,0.357,304,633,0.48,0.503,136,183,0.743,90,457,547,182,82,130,85,232,1209,17.6,0.527,0.172,3.8,19.8,11.7,11.2,1.6,3.4,6.9,21.1,4,4.9,8.9,0.154,1.8,1.9,3.7,4,16.6,0.593,0.133,0.12,0.189,0.151,0.407,0.613,0.484,0.47,0.373,0.609,0.981,0.044,38,0.108,0.34
"Lamar Odom",49,"PF",26,"LAL",80,80,3221,445,925,0.481,80,215,0.372,365,710,0.514,0.524,216,313,0.69,181,557,738,443,75,64,213,256,1186,17,0.558,0.338,6.6,20.3,13.5,22.4,1.2,1.5,16.7,18.1,5.4,3.8,9.2,0.137,2.1,0.6,2.7,3.9,9.8,0.768,0.454,0.147,0.074,0.093,0.232,0.621,0.426,0.338,0.267,0.411,0.875,0.058,53,0.098,0.476
"Brad Miller",50,"C",29,"SAC",79,79,2923,434,877,0.495,34,88,0.386,400,789,0.507,0.514,280,338,0.828,122,493,615,374,61,62,180,234,1182,17.5,0.576,0.385,4.9,19.5,12.3,21.5,1.1,1.6,14.9,18.9,5.5,3.6,9.1,0.15,1.5,1,2.5,3.3,13.3,0.9,0.225,0.139,0.083,0.453,0.1,0.64,0.533,0.438,0.446,0.715,0.941,0.023,19,0.273,0.417
"Shaquille O'Neal",51,"C",33,"MIA",59,58,1806,480,800,0.6,0,0,NA,480,800,0.6,0.6,221,471,0.469,172,369,541,113,23,104,168,230,1181,24.4,0.586,0.589,11.7,23.1,17.6,12.4,0.7,4.4,14.3,30,3.3,2.9,6.2,0.164,2.4,0.3,2.7,2.1,3.1,1,0.559,0.394,0.048,0,0,0.779,0.394,0.211,NA,0.583,NA,0.269,203,NA,NA
"Cuttino Mobley",52,"SG",30,"LAC",79,74,2979,429,1008,0.426,83,245,0.339,346,763,0.453,0.467,229,273,0.839,50,291,341,238,93,36,145,208,1170,13.1,0.519,0.271,2,10.9,6.6,13.1,1.6,0.9,11.4,19.8,1.9,3.4,5.3,0.086,-0.7,0.5,-0.2,1.3,14.3,0.757,0.218,0.101,0.17,0.268,0.243,0.532,0.431,0.433,0.411,0.488,0.952,0.005,5,0.29,0.366
"Hedo Türkoğlu",53,"SF",26,"ORL",78,59,2615,398,877,0.454,114,283,0.403,284,594,0.478,0.519,255,296,0.861,70,263,333,216,70,21,130,234,1165,16.7,0.578,0.338,3.4,12.1,7.9,14.3,1.5,0.6,11.4,20.6,5.8,1.9,7.6,0.14,2.1,-0.2,2,2.5,15.2,0.677,0.23,0.075,0.139,0.233,0.323,0.55,0.348,0.443,0.471,0.38,0.921,0.024,19,0.17,0.542
"Raja Bell",54,"SG",29,"PHO",79,79,2959,425,930,0.457,197,446,0.442,228,484,0.471,0.563,115,146,0.788,44,209,253,207,76,22,89,248,1162,12.9,0.584,0.157,1.7,7.7,4.7,9.8,1.3,0.5,8.2,16.4,4.7,2.1,6.8,0.11,0.2,0.1,0.2,1.6,19.4,0.52,0.082,0.04,0.069,0.33,0.48,0.553,0.351,0.422,0.476,0.68,0.954,0.005,5,0.361,0.466
"Tayshaun Prince",55,"SF",25,"DET",82,82,2898,455,999,0.455,64,183,0.35,391,816,0.479,0.487,182,238,0.765,104,242,346,186,62,39,91,96,1156,14.8,0.524,0.238,4.2,10,7.1,10.8,1.2,1,7.6,19.6,4,3,7,0.115,0.5,-0.2,0.3,1.7,12.3,0.817,0.281,0.131,0.134,0.27,0.183,0.662,0.42,0.351,0.381,0.634,0.953,0.084,78,0.536,0.378
"Tracy McGrady",56,"SF",26,"HOU",47,47,1745,410,1011,0.406,73,234,0.312,337,777,0.434,0.442,254,340,0.747,46,261,307,225,59,41,120,88,1147,21.9,0.494,0.336,3.1,17.2,10.3,28.8,1.8,1.9,9.4,35,1.4,2.7,4.1,0.112,4.8,0.7,5.4,3.3,15.7,0.769,0.2,0.066,0.11,0.393,0.231,0.53,0.463,0.315,0.413,0.359,0.548,0.03,28,0.056,0.385
"Jamal Crawford",57,"SG",25,"NYK",79,27,2555,366,879,0.416,101,293,0.345,265,586,0.452,0.474,295,357,0.826,36,212,248,301,87,15,175,150,1128,15.5,0.544,0.406,1.7,10.2,5.9,20.9,1.8,0.5,14.4,21.5,3.7,0.8,4.5,0.084,1.6,-1.1,0.5,1.6,15.2,0.667,0.2,0.126,0.121,0.22,0.333,0.517,0.459,0.415,0.409,0.223,0.861,0.009,7,0.341,0.4
"Andre Miller",58,"PG",29,"DEN",82,82,2937,404,872,0.463,5,27,0.185,399,845,0.472,0.466,313,424,0.738,92,259,351,674,106,18,256,213,1126,16.4,0.532,0.486,3.7,10.2,7,36.2,1.8,0.5,19.5,20,3.6,2.6,6.2,0.101,0.6,-0.4,0.2,1.7,9.4,0.969,0.396,0.114,0.202,0.258,0.031,0.554,0.444,0.409,0.409,0.316,0.6,0.001,0,0.111,0.333
"Luol Deng",59,"SF",20,"CHI",78,56,2604,442,954,0.463,21,78,0.269,421,876,0.481,0.474,207,276,0.75,127,389,516,147,72,50,105,128,1112,15.8,0.517,0.289,5.6,17.1,11.4,9.7,1.4,1.5,8.9,20.4,2.7,3.8,6.5,0.12,0.8,0.9,1.6,2.4,10.8,0.918,0.355,0.112,0.117,0.333,0.082,0.628,0.402,0.384,0.384,0.691,1,0.044,40,0.705,0.327
"Derek Fisher",60,"PG",31,"GSW",82,36,2589,364,887,0.41,117,295,0.397,247,592,0.417,0.476,244,293,0.833,36,175,211,352,125,8,156,237,1089,14.8,0.536,0.33,1.5,7.7,4.5,22.6,2.5,0.2,13.3,20.2,3.4,2.4,5.8,0.107,-0.2,0.6,0.4,1.6,16.9,0.667,0.145,0.095,0.08,0.347,0.333,0.496,0.333,0.352,0.422,0.364,0.838,0.001,0,0.305,0.4
