"Player","Rk","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Dist.","%2P","%0-3","%3-10","%10-16","%16-3P","%3P","0-3%","3-10%","10-16%","16-3P%","2ast","3ast","%Dunks","#Dunks","%C3","C3%"
"Kevin Garnett",11,"PF",25,"MIN",81,81,3175,659,1401,0.47,37,116,0.319,622,1285,0.484,0.484,359,448,0.801,243,738,981,422,96,126,229,184,1714,23.8,0.536,0.32,9,26.5,17.8,22.4,1.6,2.9,12.5,26,7.9,4.9,12.8,0.194,5.1,1.8,6.8,7.1,11.7,0.917,0.209,0.216,0.218,0.275,0.083,0.669,0.407,0.485,0.403,0.588,0.838,0.067,87,0.026,0
"Jalen Rose",12,"SF",29,"TOT",83,83,3153,663,1458,0.455,89,246,0.362,574,1212,0.474,0.485,281,335,0.839,43,330,373,355,78,45,201,251,1696,16.8,0.528,0.23,1.6,11.9,6.8,22,1.3,1,11.1,26.1,3.5,2.1,5.7,0.087,1.4,-1.1,0.3,1.9,14.6,0.831,0.123,0.123,0.247,0.339,0.169,0.654,0.43,0.45,0.441,0.585,0.865,0.014,18,0.427,0.371
"Stephon Marbury",13,"PG",24,"PHO",82,80,3187,625,1413,0.442,71,248,0.286,554,1165,0.476,0.467,353,452,0.781,75,191,266,666,77,13,284,186,1674,18.1,0.519,0.32,2.6,6.9,4.7,35.7,1.3,0.3,15,26.6,5.4,1.7,7.1,0.107,2.9,-1.6,1.2,2.6,11,0.824,0.391,0.11,0.1,0.223,0.176,0.562,0.372,0.426,0.397,0.292,0.563,0.004,4,0.052,0.308
"Shareef Abdur-Rahim",14,"PF",25,"ATL",77,77,2980,598,1297,0.461,21,70,0.3,577,1227,0.47,0.469,419,523,0.801,198,498,696,239,98,81,250,214,1636,19.8,0.536,0.403,7.6,19.2,13.3,15.1,1.7,2,14.1,27,4.1,3.1,7.2,0.116,1.9,-0.2,1.7,2.8,8.6,0.946,0.347,0.271,0.133,0.196,0.054,0.578,0.442,0.384,0.378,0.501,1,0.085,99,0.329,0.304
"Jerry Stackhouse",15,"SF",27,"DET",76,76,2685,524,1319,0.397,86,300,0.287,438,1019,0.43,0.43,495,577,0.858,77,238,315,403,77,37,266,163,1629,19,0.518,0.437,3.4,10.4,6.9,28.4,1.5,1,14.5,32.3,3.2,2.6,5.8,0.104,2.6,-1.2,1.5,2.4,13.9,0.773,0.249,0.05,0.19,0.283,0.227,0.565,0.333,0.335,0.391,0.443,0.756,0.055,64,0.363,0.367
"Antawn Jamison",16,"SF",25,"GSW",82,82,3033,614,1375,0.447,68,210,0.324,546,1165,0.469,0.471,323,440,0.734,211,345,556,161,70,45,161,187,1619,17.1,0.516,0.32,7.3,12.5,9.8,9.6,1.2,1,9.3,24,5.6,0.8,6.4,0.101,2.3,-2.1,0.2,1.7,10.5,0.847,0.27,0.298,0.091,0.188,0.153,0.701,0.385,0.392,0.305,0.69,0.985,0.022,29,0.205,0.372
"Cuttino Mobley",17,"SG",26,"HOU",74,74,3116,595,1358,0.438,149,377,0.395,446,981,0.455,0.493,267,314,0.85,63,237,300,187,109,37,180,189,1606,16.7,0.537,0.231,2.3,8.8,5.5,11.6,1.9,0.8,10.7,24.9,4.6,1.1,5.7,0.087,1.1,-0.8,0.3,1.8,15.8,0.722,0.18,0.071,0.129,0.342,0.278,0.624,0.292,0.4,0.419,0.374,0.799,0.019,22,0.289,0.45
"Latrell Sprewell",18,"SF",31,"NYK",81,81,3326,573,1419,0.404,145,403,0.36,428,1016,0.421,0.455,284,346,0.821,59,239,298,313,94,14,223,161,1575,13.7,0.501,0.244,2.1,8.3,5.2,17.5,1.5,0.3,12.4,25.1,1.1,1.7,2.8,0.041,0.3,-1.1,-0.8,0.9,15.2,0.716,0.156,0.122,0.195,0.244,0.284,0.584,0.41,0.38,0.355,0.407,0.8,0.019,25,0.201,0.407
"Allan Houston",19,"SG",30,"NYK",77,77,2914,568,1301,0.437,136,346,0.393,432,955,0.452,0.489,295,339,0.87,37,215,252,190,54,10,170,182,1567,15.2,0.54,0.261,1.5,8.6,5,12.6,1,0.3,10.5,25.9,3.6,1.1,4.7,0.077,1.3,-1.4,-0.1,1.4,16.9,0.734,0.094,0.072,0.212,0.356,0.266,0.41,0.447,0.478,0.449,0.544,0.765,0.002,2,0.202,0.329
"Shawn Marion",20,"SF",23,"PHO",81,81,3109,654,1395,0.469,48,122,0.393,606,1273,0.476,0.486,191,226,0.845,211,592,803,162,149,86,144,214,1547,19.8,0.518,0.162,7.6,21.8,14.6,9.1,2.5,2,8.8,23.6,4.7,5.1,9.8,0.151,2,1.1,3.1,4,11.8,0.913,0.225,0.149,0.282,0.256,0.087,0.662,0.409,0.409,0.426,0.7,0.958,0.072,93,0.393,0.417
"Wally Szczerbiak",21,"SF",24,"MIN",82,82,3117,609,1200,0.508,87,191,0.455,522,1009,0.517,0.544,226,272,0.831,120,271,391,257,66,21,181,188,1531,17.1,0.58,0.227,4.5,9.9,7.2,13.6,1.1,0.5,12.1,21.8,7,1.7,8.7,0.134,2.3,-0.9,1.4,2.7,13,0.841,0.217,0.161,0.161,0.303,0.159,0.692,0.446,0.508,0.435,0.657,0.92,0.021,25,0.309,0.542
"Rasheed Wallace",22,"PF",27,"POR",79,79,2963,603,1287,0.469,114,317,0.36,489,970,0.504,0.513,201,274,0.734,136,509,645,152,101,101,131,212,1521,19.3,0.54,0.213,5.3,20.4,12.8,9.3,1.8,2.6,8.5,23.7,5.6,4.1,9.7,0.158,2.4,0.5,3,3.7,13.6,0.754,0.196,0.184,0.169,0.204,0.246,0.698,0.485,0.399,0.422,0.685,0.965,0.09,104,0.161,0.294
"Peja Stojaković",23,"SF",24,"SAC",71,71,2649,547,1130,0.484,129,310,0.416,418,820,0.51,0.541,283,323,0.876,72,301,373,175,81,14,140,120,1506,19.3,0.592,0.286,3,11.9,7.5,10.6,1.5,0.4,9.9,23.2,6.8,3,9.9,0.179,3.2,-0.2,3,3.3,14.3,0.726,0.237,0.105,0.108,0.275,0.274,0.679,0.395,0.402,0.45,0.617,0.853,0.025,28,0.277,0.465
"Jason Terry",24,"SG",24,"ATL",78,78,2967,524,1219,0.43,172,444,0.387,352,775,0.454,0.5,284,340,0.835,40,230,270,444,144,13,181,156,1504,19.2,0.549,0.279,1.5,8.9,5.2,26.9,2.5,0.3,11.7,23.6,6.6,2.1,8.6,0.139,3.3,-0.1,3.2,3.9,15.6,0.636,0.196,0.081,0.153,0.205,0.364,0.556,0.323,0.439,0.42,0.273,0.738,0.015,17,0.185,0.354
"Ray Allen",25,"SG",26,"MIL",69,67,2525,530,1148,0.462,229,528,0.434,301,620,0.485,0.561,214,245,0.873,81,231,312,271,88,18,159,157,1503,21.6,0.598,0.213,3.9,10.1,7.1,19.4,1.9,0.5,11.2,26.2,7.6,1.3,8.9,0.169,6,-1.1,4.9,4.4,16.9,0.54,0.167,0.089,0.176,0.108,0.46,0.547,0.461,0.455,0.46,0.449,0.769,0.028,27,0.25,0.447
"Vince Carter",26,"SG",25,"TOR",60,60,2385,559,1307,0.428,121,313,0.387,438,994,0.441,0.474,245,307,0.798,138,175,313,239,94,43,154,191,1484,20.5,0.515,0.235,6.4,8.7,7.5,19.9,2.1,1.3,9.6,30.5,4.6,2.4,7,0.14,4.7,-0.3,4.4,3.9,14.1,0.761,0.216,0.132,0.138,0.275,0.239,0.571,0.436,0.37,0.376,0.425,0.851,0.051,59,0.176,0.418
"Baron Davis",27,"PG",22,"CHH",82,82,3318,559,1341,0.417,170,478,0.356,389,863,0.451,0.48,196,338,0.58,93,256,349,698,172,47,246,241,1484,18.2,0.498,0.252,3.2,8.8,6,37.3,2.8,1,14.2,23.9,4.4,3.8,8.2,0.118,3.3,0.4,3.8,4.8,14.2,0.644,0.326,0.055,0.092,0.171,0.356,0.554,0.338,0.244,0.402,0.229,0.671,0.028,30,0.092,0.409
"Eddie Jones",28,"SG",30,"MIA",81,81,3156,517,1198,0.432,149,382,0.39,368,816,0.451,0.494,297,355,0.837,61,317,378,262,117,77,148,258,1480,17.5,0.546,0.296,2.3,11.6,7,15.4,2,1.9,9.9,22.7,5.6,5,10.5,0.16,2.2,1.7,3.9,4.6,15.8,0.681,0.184,0.069,0.137,0.29,0.319,0.661,0.349,0.366,0.382,0.519,0.899,0.026,29,0.27,0.456
"Steve Nash",29,"PG",27,"DAL",82,82,2837,525,1088,0.483,156,343,0.455,369,745,0.495,0.554,260,293,0.887,50,204,254,634,53,4,229,164,1466,20.7,0.602,0.269,2,7.9,5,36.1,1,0.1,15.8,23,9.5,0.3,9.9,0.167,5.1,-2.1,3.1,3.6,14.8,0.685,0.222,0.097,0.14,0.226,0.315,0.618,0.368,0.474,0.443,0.206,0.564,0,0,0.12,0.463
"Sam Cassell",30,"PG",32,"MIL",74,73,2605,554,1197,0.463,71,204,0.348,483,993,0.486,0.492,282,328,0.86,54,258,312,493,90,12,177,208,1461,21.3,0.545,0.274,2.5,10.9,6.9,34.3,1.8,0.3,11.7,27.3,7.2,1.4,8.6,0.158,3.5,-1.1,2.4,2.9,15.4,0.83,0.097,0.069,0.363,0.301,0.17,0.578,0.41,0.495,0.464,0.377,0.662,0,0,0.216,0.455
"Elton Brand",31,"PF",22,"LAC",80,80,3020,532,1010,0.527,0,0,NA,532,1010,0.527,0.527,389,524,0.742,396,529,925,191,80,163,173,254,1453,23.6,0.586,0.519,15,19.6,17.3,11,1.4,3.7,12.2,21.1,9.9,3.7,13.6,0.216,3.9,0.4,4.3,4.8,6.1,1,0.391,0.333,0.231,0.046,0,0.716,0.417,0.403,0.326,0.509,NA,0.07,66,NA,NA
"Pau Gasol",32,"PF",21,"MEM",82,79,3007,551,1064,0.518,1,5,0.2,550,1059,0.519,0.518,338,477,0.709,238,492,730,223,41,169,224,195,1441,19.5,0.566,0.448,8.8,18.2,13.5,13.8,0.7,3.9,15,22.6,4.8,2.8,7.6,0.121,1.5,0.2,1.7,2.8,5.2,0.995,0.465,0.344,0.111,0.075,0.005,0.707,0.369,0.305,0.363,0.691,1,0.174,177,0,NA
"Michael Finley",33,"SF",28,"DAL",69,69,2754,569,1228,0.463,76,224,0.339,493,1004,0.491,0.494,210,251,0.837,90,270,360,230,65,25,117,144,1424,17.6,0.532,0.204,3.7,10.7,7.3,14,1.2,0.6,8,23.9,5.3,1,6.3,0.11,2.3,-1.2,1.1,2.1,14.1,0.818,0.186,0.115,0.204,0.314,0.182,0.684,0.482,0.416,0.429,0.529,0.908,0.047,56,0.254,0.421
"Michael Jordan",34,"SF",38,"WAS",60,53,2093,551,1324,0.416,10,53,0.189,541,1271,0.426,0.42,263,333,0.79,50,289,339,310,85,26,162,119,1375,20.7,0.468,0.252,2.7,16.2,9.4,30.8,2.2,0.9,9.9,36,1.2,2.1,3.3,0.075,3.2,-0.1,3.1,2.7,13.7,0.96,0.122,0.112,0.328,0.399,0.04,0.615,0.297,0.419,0.409,0.442,0.7,0.015,20,0.038,0.5
"Jermaine O'Neal",35,"PF",23,"IND",72,72,2707,543,1133,0.479,1,14,0.071,542,1119,0.484,0.48,284,413,0.688,188,569,757,118,45,166,174,269,1371,18.1,0.521,0.365,8,23.1,15.8,8.1,0.9,4.4,11.7,24.9,2.3,4.1,6.4,0.113,-0.1,0.2,0.2,1.5,7.7,0.988,0.271,0.407,0.222,0.087,0.012,0.694,0.434,0.377,0.343,0.664,1,0.115,121,0.286,0
"Glenn Robinson",36,"SF",29,"MIL",66,63,2346,536,1147,0.467,58,178,0.326,478,969,0.493,0.493,236,282,0.837,70,336,406,168,97,41,174,173,1366,19.1,0.537,0.246,3.6,15.8,10,13.4,2.2,1.3,12,28.8,2.6,2.1,4.7,0.096,1.2,-0.9,0.3,1.4,13.3,0.845,0.139,0.151,0.373,0.18,0.155,0.525,0.491,0.502,0.454,0.632,0.914,0.017,20,0.124,0.182
"Andre Miller",37,"PG",25,"CLE",81,81,3023,474,1045,0.454,22,87,0.253,452,958,0.472,0.464,365,447,0.817,108,271,379,882,126,34,245,228,1335,21.8,0.538,0.428,4.2,10.4,7.4,49.8,2.2,0.8,16.5,22.6,8.7,1.5,10.3,0.163,4.3,-0.3,3.9,4.5,11.3,0.917,0.248,0.198,0.282,0.189,0.083,0.575,0.415,0.464,0.406,0.252,0.727,0.001,1,0.092,0.25
"Chris Webber",38,"PF",28,"SAC",54,54,2071,532,1075,0.495,5,19,0.263,527,1056,0.499,0.497,253,338,0.749,150,396,546,258,90,76,158,181,1322,24.4,0.54,0.314,7.9,20.1,14.1,21.9,2.2,2.4,11.4,29,4.8,3.9,8.6,0.2,3.8,1.6,5.4,3.9,10.2,0.982,0.292,0.187,0.137,0.367,0.018,0.685,0.363,0.456,0.437,0.594,1,0.081,77,0,NA
"Nick Van Exel",39,"SG",30,"TOT",72,46,2496,501,1226,0.409,119,350,0.34,382,876,0.436,0.457,201,251,0.801,28,226,254,478,44,11,156,104,1322,17.8,0.495,0.205,1.2,10.5,5.8,35.1,0.9,0.3,10.5,26.8,3.9,0.4,4.4,0.084,3.6,-1.9,1.7,2.4,14.6,0.715,0.152,0.222,0.129,0.212,0.285,0.538,0.43,0.418,0.381,0.298,0.613,0,0,0.146,0.314
"Reggie Miller",40,"SG",36,"IND",79,79,2889,414,913,0.453,180,443,0.406,234,470,0.498,0.552,296,325,0.911,23,196,219,253,88,10,120,143,1304,16.5,0.617,0.356,0.9,7.5,4.3,14.7,1.6,0.2,10.2,18.5,7.7,1.9,9.5,0.159,2.7,-0.2,2.5,3.3,19.2,0.515,0.106,0.035,0.094,0.279,0.485,0.794,0.406,0.442,0.416,0.791,0.883,0.007,6,0.273,0.479
"Richard Hamilton",41,"SG",23,"WAS",63,57,2203,472,1084,0.435,16,42,0.381,456,1042,0.438,0.443,300,337,0.89,73,143,216,171,38,14,132,136,1260,16.9,0.511,0.311,3.8,7.6,5.7,14.6,0.9,0.5,9.7,28.6,3.4,0.6,4,0.087,1.5,-2.4,-0.9,0.6,11.4,0.961,0.172,0.221,0.333,0.235,0.039,0.618,0.388,0.391,0.42,0.632,1,0.012,13,0.119,0.6
"Bonzi Wells",42,"SG",25,"POR",74,69,2348,487,1039,0.469,66,172,0.384,421,867,0.486,0.5,215,290,0.741,121,323,444,204,113,25,191,208,1255,18.4,0.538,0.279,6,16.4,11.1,15.8,2.6,0.8,14.1,26.4,3,3,6,0.122,1.4,0.5,1.9,2.3,12.3,0.834,0.332,0.085,0.089,0.329,0.166,0.649,0.261,0.348,0.415,0.606,0.894,0.064,63,0.349,0.433
"Steve Francis",43,"PG",24,"HOU",57,56,2343,420,1007,0.417,68,210,0.324,352,797,0.442,0.451,326,422,0.773,102,299,401,362,71,25,221,172,1234,19.1,0.517,0.419,4.9,14.8,9.8,29.1,1.6,0.7,15.6,28,3.2,1.2,4.4,0.091,2.5,-0.8,1.7,2.1,12.8,0.791,0.337,0.077,0.072,0.305,0.209,0.522,0.282,0.425,0.397,0.159,0.382,0.025,22,0.171,0.25
"Jason Kidd",44,"PG",28,"NJN",82,82,3056,445,1138,0.391,117,364,0.321,328,774,0.424,0.442,201,247,0.814,130,465,595,808,175,20,286,136,1208,19.1,0.484,0.217,4.7,17.2,10.9,42.5,3,0.5,18.7,22.5,3.1,5.8,8.9,0.14,3,1.5,4.5,5,16.4,0.68,0.187,0.059,0.153,0.281,0.32,0.549,0.254,0.397,0.391,0.387,0.752,0.002,2,0.165,0.367
"Keith Van Horn",45,"SF",26,"NJN",81,81,2465,471,1089,0.433,101,293,0.345,370,796,0.465,0.479,156,195,0.8,137,472,609,164,63,42,146,221,1199,16,0.51,0.179,6.2,21.6,13.9,11.6,1.3,1.2,11.1,24,2,4.3,6.3,0.123,0.7,0.1,0.8,1.8,13,0.731,0.268,0.137,0.152,0.174,0.269,0.599,0.436,0.313,0.413,0.635,0.99,0.059,56,0.246,0.417
"Rashard Lewis",46,"SF",22,"SEA",71,70,2585,455,972,0.468,123,316,0.389,332,656,0.506,0.531,162,200,0.81,139,359,498,123,104,40,97,174,1195,18.5,0.564,0.206,6.5,16.1,11.4,7.8,2.2,1.2,8.4,20.8,5.9,2.7,8.6,0.16,3.1,-0.1,3,3.2,14,0.675,0.183,0.198,0.14,0.154,0.325,0.702,0.448,0.419,0.427,0.623,0.984,0.05,44,0.392,0.371
"Juwan Howard",47,"PF",28,"TOT",81,72,2635,462,1005,0.46,0,2,0,462,1003,0.461,0.46,261,343,0.761,223,389,612,169,46,47,152,265,1185,15.8,0.513,0.341,9.4,16.7,13,10.8,0.9,1.3,11.6,22.3,3.5,1.5,4.9,0.09,0.1,-1.4,-1.3,0.5,7.4,0.998,0.323,0.307,0.268,0.1,0.002,0.575,0.401,0.398,0.44,0.613,NA,0.063,59,0,NA
"Jeff McInnis",48,"PG",27,"LAC",81,80,3030,463,1121,0.413,75,234,0.321,388,887,0.437,0.446,183,219,0.836,45,168,213,500,63,6,147,202,1184,13.8,0.486,0.195,1.7,6.2,4,27.6,1.1,0.1,10.8,20.3,4.4,0.8,5.1,0.081,0.1,-1.7,-1.6,0.3,14.3,0.791,0.109,0.19,0.302,0.191,0.209,0.525,0.38,0.482,0.374,0.405,0.867,0.001,1,0.038,0.444
"Alonzo Mourning",49,"C",31,"MIA",75,74,2455,447,866,0.516,1,3,0.333,446,863,0.517,0.517,283,431,0.657,182,450,632,87,27,186,182,258,1178,18.9,0.558,0.498,8.7,21.3,15,6.8,0.6,5.8,14.7,24.1,2.6,4.8,7.4,0.145,-0.1,1.4,1.3,2,7.3,0.997,0.371,0.263,0.208,0.155,0.003,0.71,0.43,0.35,0.425,0.635,1,0.166,134,0.333,1
"Lamond Murray",50,"SF",28,"CLE",71,68,2312,430,986,0.436,101,238,0.424,329,748,0.44,0.487,215,263,0.817,81,291,372,157,70,43,141,148,1176,16.7,0.534,0.267,4.2,14.7,9.5,12.2,1.6,1.3,11.3,24.7,2.9,1.3,4.1,0.086,1.8,-1.3,0.5,1.5,14.5,0.759,0.192,0.118,0.171,0.278,0.241,0.55,0.431,0.456,0.358,0.587,0.881,0.044,35,0.34,0.519
"Wesley Person",51,"SG",30,"CLE",78,78,2793,467,944,0.495,143,322,0.444,324,622,0.521,0.57,99,124,0.798,50,244,294,173,77,37,74,93,1176,16.3,0.589,0.131,2.1,10.2,6.2,10.8,1.5,1,6.9,17.6,6.1,0.8,6.9,0.119,2.6,-0.8,1.8,2.7,17,0.659,0.121,0.056,0.186,0.296,0.341,0.728,0.34,0.472,0.502,0.873,0.979,0.014,13,0.28,0.467
"Clifford Robinson",52,"PF",35,"DET",80,80,2855,454,1069,0.425,115,304,0.378,339,765,0.443,0.478,143,206,0.694,79,307,386,202,89,95,151,243,1166,13.5,0.503,0.193,3.3,12.6,8,12.5,1.7,2.4,11.5,21.6,0.8,3.5,4.3,0.073,-0.6,0.1,-0.5,1.1,14.6,0.716,0.146,0.179,0.196,0.196,0.284,0.577,0.44,0.373,0.416,0.64,0.974,0.009,9,0.211,0.328
"Brent Barry",53,"SG",30,"SEA",81,81,3040,401,790,0.508,164,387,0.424,237,403,0.588,0.611,198,234,0.846,58,383,441,426,147,37,165,182,1164,19.3,0.652,0.296,2.3,14.6,8.6,21.3,2.6,0.9,15.6,16.2,8.8,3.3,12.1,0.191,3.8,1.6,5.5,5.8,16.2,0.51,0.225,0.105,0.049,0.13,0.49,0.663,0.494,0.538,0.553,0.565,0.939,0.033,26,0.165,0.516
"Jason Richardson",54,"SG",21,"GSW",80,75,2629,464,1090,0.426,82,246,0.333,382,844,0.453,0.463,141,210,0.671,124,216,340,236,106,31,160,195,1151,13.8,0.487,0.193,4.9,9,6.9,15.4,2,0.8,11.9,21.5,2,0.9,2.9,0.052,0.1,-1,-0.9,0.7,12.6,0.774,0.261,0.167,0.13,0.216,0.226,0.667,0.341,0.317,0.362,0.474,0.927,0.081,81,0.138,0.353
"Kurt Thomas",55,"C",29,"NYK",82,82,2771,463,938,0.494,1,6,0.167,462,932,0.496,0.494,216,265,0.815,214,533,747,87,71,79,153,341,1143,15.8,0.542,0.283,9,22.3,15.6,5.8,1.4,2.1,12.7,20.3,3.1,3.4,6.5,0.112,-1,0,-1,0.7,7.8,0.994,0.336,0.259,0.284,0.115,0.006,0.641,0.424,0.425,0.407,0.747,1,0.014,12,0.333,0
"Shane Battier",56,"SF",23,"MEM",78,78,3097,412,961,0.429,103,276,0.373,309,685,0.451,0.482,198,283,0.7,180,238,418,216,121,81,155,215,1125,13.9,0.518,0.294,6.5,8.6,7.5,11.9,2.1,1.8,12.5,18.2,2.7,2.1,4.8,0.074,0.2,0.3,0.5,1.9,13.5,0.713,0.246,0.125,0.16,0.182,0.287,0.568,0.375,0.403,0.389,0.618,0.922,0.035,32,0.377,0.394
"Antonio Davis",57,"PF",33,"TOR",77,77,2978,410,963,0.426,0,1,0,410,962,0.426,0.426,293,358,0.818,254,486,740,155,54,83,159,225,1113,14.8,0.497,0.372,9.5,19.4,14.3,8.7,1,2.1,12.4,19.6,3,3.6,6.5,0.105,-0.5,-0.4,-0.9,0.8,8.8,0.999,0.33,0.154,0.353,0.162,0.001,0.557,0.338,0.403,0.295,0.637,NA,0.087,78,0,NA
"Kerry Kittles",58,"SG",27,"NJN",82,82,2601,438,940,0.466,98,242,0.405,340,698,0.487,0.518,128,172,0.744,68,207,275,216,130,31,109,108,1102,16.1,0.542,0.183,2.9,9,5.9,13.9,2.6,0.9,9.7,19.4,3.8,3.9,7.7,0.141,1.2,1.4,2.6,3,13.6,0.743,0.307,0.067,0.095,0.273,0.257,0.623,0.286,0.348,0.432,0.75,0.908,0.071,62,0.087,0.333
"John Stockton",59,"PG",39,"UTA",82,82,2566,401,775,0.517,25,78,0.321,376,697,0.539,0.534,275,321,0.857,59,204,263,674,152,24,208,209,1102,21.9,0.601,0.414,2.8,9.6,6.2,46.3,3.2,0.7,18.5,19.8,8,2.6,10.7,0.2,4.1,1.3,5.3,4.8,11.1,0.899,0.37,0.062,0.155,0.312,0.101,0.638,0.313,0.475,0.5,0.404,0.72,0,0,0.103,0.5
"Mike Bibby",60,"PG",23,"SAC",80,80,2659,446,985,0.453,51,138,0.37,395,847,0.466,0.479,155,193,0.803,37,185,222,403,87,15,134,133,1098,14.9,0.513,0.196,1.5,7.3,4.5,23,1.6,0.4,11.1,19.7,3.7,2.6,6.3,0.113,0.3,0,0.4,1.6,14.7,0.86,0.191,0.072,0.125,0.472,0.14,0.638,0.352,0.455,0.417,0.557,0.882,0.004,4,0.261,0.333
