"Player","Rk","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Dist.","%2P","%0-3","%3-10","%10-16","%16-3P","%3P","0-3%","3-10%","10-16%","16-3P%","2ast","3ast","%Dunks","#Dunks","%C3","C3%"
"Kevin Garnett",11,"PF",28,"MIN",82,82,3121,683,1360,0.502,6,25,0.24,677,1335,0.507,0.504,445,549,0.811,247,861,1108,466,121,112,222,207,1817,28.2,0.567,0.404,9.5,30.2,20.3,27.1,2.1,2.6,12.2,27.1,10.1,6,16.1,0.248,6.5,3,9.5,9.1,9.8,0.982,0.275,0.207,0.265,0.234,0.018,0.652,0.461,0.429,0.465,0.665,0.667,0.068,86,0,NA
"Stephon Marbury",12,"PG",27,"NYK",82,82,3281,604,1308,0.462,115,325,0.354,489,983,0.497,0.506,458,549,0.834,50,198,248,668,122,6,233,186,1781,21.9,0.575,0.42,1.8,7.1,4.4,36,2,0.1,13.1,24.8,10.4,1.3,11.7,0.171,4.9,-0.7,4.2,5.1,12.1,0.752,0.363,0.108,0.061,0.219,0.248,0.562,0.44,0.488,0.422,0.213,0.635,0.001,1,0.089,0.414
"Paul Pierce",13,"SF",27,"BOS",82,82,2960,556,1223,0.455,108,292,0.37,448,931,0.481,0.499,549,668,0.822,78,461,539,348,133,39,230,255,1769,21.8,0.583,0.546,3.1,17.8,10.6,20.3,2.3,1,13.2,26.6,7.7,3.6,11.2,0.182,4,0.7,4.6,4.9,13.5,0.761,0.28,0.084,0.134,0.262,0.239,0.627,0.33,0.39,0.421,0.404,0.778,0.029,32,0.182,0.321
"Michael Redd",14,"SG",25,"MIL",75,75,2848,625,1418,0.441,104,293,0.355,521,1125,0.463,0.477,369,432,0.854,72,240,312,172,63,8,133,152,1723,18.3,0.536,0.305,2.9,10,6.4,11.4,1.2,0.2,7.6,27.8,5.5,0.7,6.2,0.105,2.8,-1.8,1,2.2,13.8,0.793,0.2,0.11,0.238,0.246,0.207,0.59,0.321,0.427,0.458,0.516,0.865,0.016,20,0.314,0.37
"Shaquille O'Neal",15,"C",32,"MIA",73,73,2492,658,1095,0.601,0,0,NA,658,1095,0.601,0.601,353,765,0.461,253,507,760,200,36,171,203,262,1669,27,0.583,0.699,12.4,22.8,17.8,15.7,0.8,5,12.4,30.5,6.4,4.6,11,0.211,4.1,1.2,5.3,4.6,3.3,1,0.566,0.381,0.051,0.002,0,0.748,0.439,0.196,0,0.53,NA,0.244,255,NA,NA
"Steve Francis",16,"PG",27,"ORL",78,78,2978,563,1330,0.423,38,127,0.299,525,1203,0.436,0.438,499,606,0.823,126,324,450,547,112,28,317,273,1663,18.9,0.521,0.456,4.8,12,8.5,31.6,1.9,0.7,16.6,28,3.9,2.3,6.2,0.1,2.1,-0.9,1.2,2.4,11.9,0.905,0.323,0.06,0.172,0.349,0.095,0.565,0.325,0.38,0.364,0.248,0.447,0.038,45,0.213,0.444
"Elton Brand",17,"PF",25,"LAC",81,81,3001,629,1251,0.503,0,3,0,629,1248,0.504,0.503,364,484,0.752,296,474,770,208,62,169,183,240,1622,22.4,0.554,0.387,12.2,18.4,15.4,13.3,1.1,4.3,11.1,25.4,6.9,3.7,10.6,0.169,3.4,0.2,3.6,4.2,8.1,0.998,0.332,0.237,0.291,0.137,0.002,0.643,0.478,0.442,0.343,0.641,NA,0.059,71,0.333,0
"Mike Bibby",18,"PG",26,"SAC",80,80,3084,560,1264,0.443,131,364,0.36,429,900,0.477,0.495,320,413,0.775,77,255,332,541,124,30,203,191,1571,19.2,0.543,0.327,2.8,9.2,6,28.1,2.1,0.7,12.3,23.8,6.6,1.9,8.5,0.133,3.1,-0.5,2.6,3.6,16.1,0.712,0.184,0.085,0.051,0.392,0.288,0.677,0.435,0.375,0.405,0.464,0.84,0,0,0.159,0.397
"Shawn Marion",19,"PF",26,"PHO",81,81,3146,613,1289,0.476,114,341,0.334,499,948,0.526,0.52,229,275,0.833,235,680,915,154,163,119,125,199,1569,21.7,0.556,0.213,8.4,22,15.5,7.5,2.6,2.5,8.1,21.3,7.3,5.2,12.5,0.191,3.1,1.3,4.4,5.1,11.4,0.735,0.344,0.126,0.164,0.1,0.265,0.667,0.417,0.434,0.333,0.681,0.965,0.119,143,0.393,0.328
"Jason Richardson",20,"SG",24,"GSW",72,72,2724,610,1368,0.446,125,370,0.338,485,998,0.486,0.492,214,309,0.693,125,299,424,281,105,32,169,156,1559,19,0.518,0.226,4.8,12.5,8.5,19.2,2,0.8,10.1,27.1,3.3,2.4,5.7,0.1,2.8,-0.4,2.5,3,13.1,0.73,0.283,0.14,0.091,0.216,0.27,0.703,0.328,0.347,0.363,0.468,0.752,0.079,98,0.192,0.394
"Carmelo Anthony",21,"SF",20,"DEN",75,75,2608,530,1230,0.431,42,158,0.266,488,1072,0.455,0.448,456,573,0.796,141,285,426,194,68,30,224,229,1558,16.7,0.526,0.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,2.3,2.6,4.9,0.09,0.4,-1.6,-1.2,0.5,10.5,0.872,0.433,0.067,0.067,0.305,0.128,0.564,0.256,0.349,0.368,0.623,0.762,0.079,90,0.12,0.105
"Jalen Rose",22,"SF",32,"TOR",81,65,2710,527,1159,0.455,108,274,0.394,419,885,0.473,0.501,333,390,0.854,44,232,276,209,63,10,180,190,1495,16.6,0.562,0.336,1.8,9.9,5.8,14,1.2,0.3,11.9,25.5,3.8,1,4.8,0.085,1.2,-1.7,-0.5,1,14,0.764,0.161,0.16,0.213,0.23,0.236,0.636,0.497,0.445,0.368,0.356,0.87,0.016,17,0.438,0.425
"Antoine Walker",23,"PF",28,"TOT",77,77,2955,581,1377,0.422,110,341,0.323,471,1036,0.455,0.462,201,373,0.539,182,513,695,265,89,58,253,217,1473,15.5,0.478,0.271,7,20.9,13.7,16.3,1.6,1.5,14.1,27.2,-1.4,2.3,0.9,0.015,0.8,-1.3,-0.4,1.2,9.6,0.752,0.412,0.218,0.076,0.046,0.248,0.533,0.377,0.305,0.375,0.335,0.891,0.009,12,0.235,0.25
"Yao Ming",24,"C",24,"HOU",80,80,2447,538,975,0.552,0,0,NA,538,975,0.552,0.552,389,497,0.783,208,461,669,61,34,160,196,298,1465,23.2,0.614,0.51,10.2,21.4,15.9,5,0.8,5.1,14.1,26.8,6,4.7,10.7,0.21,1.5,1,2.4,2.8,6.2,1,0.379,0.341,0.229,0.051,0,0.719,0.467,0.457,0.3,0.716,NA,0.148,126,NA,NA
"Corey Maggette",25,"SG",25,"LAC",66,60,2436,425,986,0.431,51,168,0.304,374,818,0.457,0.457,563,657,0.857,70,324,394,225,70,8,195,191,1464,19.9,0.574,0.666,3.6,15.5,9.7,16.6,1.5,0.2,13.3,27.9,6,2.2,8.1,0.16,3,-0.6,2.4,2.7,13.6,0.83,0.281,0.077,0.095,0.376,0.17,0.567,0.355,0.447,0.399,0.655,0.863,0.03,28,0.161,0.296
"Rashard Lewis",26,"SF",25,"SEA",71,71,2697,532,1151,0.462,173,432,0.4,359,719,0.499,0.537,220,283,0.777,110,278,388,94,75,62,123,158,1457,19.4,0.571,0.246,5,12.6,8.8,6.5,1.5,1.8,8.8,24,6.9,1.5,8.4,0.15,4.5,-0.8,3.7,3.9,14.5,0.625,0.179,0.2,0.125,0.121,0.375,0.655,0.417,0.458,0.446,0.46,0.96,0.044,50,0.306,0.485
"Richard Hamilton",27,"SG",26,"DET",76,76,2926,510,1160,0.44,36,118,0.305,474,1042,0.455,0.455,368,429,0.858,74,221,295,372,77,13,217,232,1424,16,0.528,0.37,3,8.8,5.9,23.5,1.4,0.3,13.9,25.1,3.9,3.5,7.4,0.121,0.3,0,0.3,1.7,11.8,0.898,0.248,0.12,0.261,0.269,0.102,0.59,0.396,0.442,0.369,0.574,1,0.017,19,0.508,0.367
"Joe Johnson",28,"SF",23,"PHO",82,82,3240,544,1179,0.461,177,370,0.478,367,809,0.454,0.536,135,180,0.75,120,302,422,291,79,24,148,167,1400,15.1,0.556,0.153,4.2,9.5,7,13.2,1.2,0.5,10.5,19,5.8,1.7,7.6,0.112,1.5,-0.6,0.9,2.4,15.3,0.686,0.178,0.128,0.12,0.26,0.314,0.557,0.51,0.451,0.356,0.278,0.949,0.014,15,0.524,0.515
"Desmond Mason",29,"SF",27,"MIL",80,71,2893,478,1079,0.443,1,8,0.125,477,1071,0.445,0.443,420,524,0.802,85,227,312,217,58,27,164,198,1377,14.8,0.526,0.486,3.4,9.3,6.3,12.8,1.1,0.7,11.1,23.2,3.6,0.7,4.3,0.071,-0.1,-1.5,-1.6,0.3,8.4,0.993,0.392,0.166,0.215,0.22,0.007,0.56,0.408,0.401,0.312,0.564,1,0.07,63,0.25,0
"Chris Bosh",30,"PF",20,"TOR",81,81,3017,473,1005,0.471,3,10,0.3,470,995,0.472,0.472,412,542,0.76,194,524,718,153,76,113,187,226,1361,17.5,0.547,0.539,7.1,20,13.5,8.6,1.3,2.7,13.1,21.7,3.9,2.9,6.8,0.108,0.1,-0.3,-0.2,1.4,8.9,0.99,0.357,0.164,0.242,0.227,0.01,0.588,0.43,0.395,0.404,0.613,1,0.116,103,0.2,0.5
"Larry Hughes",31,"SG",26,"WAS",61,61,2358,467,1086,0.43,59,209,0.282,408,877,0.465,0.457,352,453,0.777,74,308,382,285,176,18,153,168,1345,21.6,0.523,0.417,3.4,15.2,9.1,21.9,3.8,0.6,10.6,26.6,4.6,3.1,7.7,0.157,2.4,1.9,4.3,3.7,13,0.808,0.249,0.15,0.13,0.279,0.192,0.678,0.288,0.376,0.413,0.365,0.746,0.053,54,0.172,0.333
"Tim Duncan",32,"PF",28,"SAS",66,66,2203,517,1042,0.496,3,9,0.333,514,1033,0.498,0.498,305,455,0.67,202,530,732,179,45,174,127,144,1342,27,0.54,0.437,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,5.5,5.7,11.2,0.245,4.8,2.8,7.6,5.4,8.2,0.991,0.286,0.346,0.203,0.155,0.009,0.674,0.421,0.42,0.444,0.506,1,0.062,56,0.111,1
"Antawn Jamison",33,"PF",28,"WAS",68,68,2605,519,1189,0.437,71,208,0.341,448,981,0.457,0.466,225,296,0.76,160,359,519,154,55,16,118,151,1334,16.9,0.506,0.249,6.7,16.1,11.2,10.7,1.1,0.5,8.2,24.1,3.8,1.7,5.4,0.1,1.5,-2,-0.5,1,13,0.825,0.201,0.226,0.129,0.269,0.175,0.69,0.39,0.32,0.403,0.663,0.944,0.006,7,0.236,0.388
"Tony Parker",34,"PG",22,"SAS",80,80,2735,539,1118,0.482,43,156,0.276,496,962,0.516,0.501,210,323,0.65,47,251,298,491,98,4,215,167,1331,18,0.528,0.289,2,10.7,6.4,33.2,1.9,0.1,14.6,25.1,3.6,4.5,8.1,0.141,1.4,0.6,2,2.8,10,0.86,0.386,0.205,0.053,0.217,0.14,0.647,0.424,0.407,0.395,0.315,0.907,0.001,1,0.308,0.333
"Peja Stojaković",35,"SF",27,"SAC",66,66,2534,451,1016,0.444,174,433,0.402,277,583,0.475,0.53,253,275,0.92,62,223,285,138,79,12,102,157,1329,17.3,0.584,0.271,2.7,9.8,6.3,8.7,1.6,0.3,8.2,21.7,6,1.2,7.3,0.137,2.4,-1.2,1.2,2.1,16.8,0.574,0.2,0.041,0.082,0.251,0.426,0.675,0.381,0.349,0.373,0.653,0.862,0.011,11,0.238,0.417
"Zydrunas Ilgauskas",36,"C",29,"CLE",78,78,2615,458,979,0.468,2,7,0.286,456,972,0.469,0.469,402,503,0.799,299,373,672,100,53,165,191,313,1320,19.5,0.55,0.514,13.2,17.2,15.2,6.6,1.1,4.7,13.7,24.1,4.8,3.3,8.1,0.149,0.3,-0.5,-0.2,1.2,7.5,0.993,0.426,0.208,0.173,0.186,0.007,0.571,0.377,0.361,0.44,0.654,1,0.05,46,0,NA
"Grant Hill",37,"SF",32,"ORL",67,67,2338,517,1015,0.509,3,13,0.231,514,1002,0.513,0.511,280,341,0.821,77,241,318,220,97,28,161,144,1317,20,0.565,0.336,3.7,11.4,7.6,17.1,2.1,0.9,12.1,24.8,4.7,1.9,6.6,0.136,2.3,0.2,2.5,2.7,11.2,0.987,0.269,0.092,0.282,0.345,0.013,0.674,0.409,0.469,0.451,0.508,1,0.024,23,0.308,0.25
"Chauncey Billups",38,"PG",28,"DET",80,80,2866,404,913,0.442,165,387,0.426,239,526,0.454,0.533,343,382,0.898,48,223,271,464,81,9,180,194,1316,19,0.609,0.418,2,9,5.5,28.2,1.6,0.2,14.3,20.7,8.6,3.5,12.1,0.202,3.6,0.6,4.2,4.5,16.8,0.576,0.205,0.043,0.113,0.216,0.424,0.503,0.385,0.437,0.431,0.339,0.727,0.002,2,0.163,0.444
"Ricky Davis",39,"SG",25,"BOS",82,11,2696,481,1041,0.462,61,180,0.339,420,861,0.488,0.491,286,351,0.815,66,183,249,246,89,27,205,174,1309,15,0.547,0.337,2.9,7.8,5.4,15.5,1.7,0.8,14.6,23.4,2.5,1.7,4.2,0.074,0.4,-1.1,-0.8,0.8,13.7,0.827,0.25,0.085,0.161,0.331,0.173,0.635,0.352,0.369,0.47,0.512,0.885,0.06,58,0.4,0.417
"Chris Webber",40,"PF",31,"TOT",67,67,2370,555,1283,0.433,15,44,0.341,540,1239,0.436,0.438,181,228,0.794,130,482,612,318,94,53,182,214,1306,18.6,0.472,0.178,6.1,22.8,14.4,24.2,2,1.6,11.6,29.3,0.2,3.2,3.4,0.07,0.3,0.4,0.7,1.6,12.2,0.966,0.206,0.193,0.121,0.447,0.034,0.61,0.433,0.329,0.386,0.648,0.867,0.055,64,0.023,1
"Damon Stoudamire",41,"PG",31,"POR",81,70,2762,457,1165,0.392,181,490,0.369,276,675,0.409,0.47,182,199,0.915,56,254,310,458,86,2,164,158,1277,16.6,0.51,0.171,2.4,10.2,6.5,29.2,1.7,0.1,11.6,23.6,4.2,1.4,5.7,0.099,2.3,-1.3,1,2.1,17.5,0.579,0.148,0.072,0.089,0.27,0.421,0.509,0.357,0.346,0.389,0.362,0.829,0,0,0.161,0.392
"Wally Szczerbiak",42,"SF",27,"MIN",81,37,2558,465,919,0.506,63,169,0.373,402,750,0.536,0.54,260,304,0.855,82,221,303,191,40,16,132,178,1253,17.1,0.595,0.331,3.8,9.5,6.8,12.7,0.8,0.5,11.1,21.5,5.9,1.3,7.3,0.136,1.8,-1.1,0.7,1.8,13.5,0.816,0.234,0.102,0.151,0.329,0.184,0.721,0.521,0.511,0.421,0.721,0.921,0.02,16,0.402,0.368
"Jamal Crawford",43,"SG",24,"NYK",70,67,2688,437,1097,0.398,185,512,0.361,252,585,0.431,0.483,182,216,0.843,33,170,203,302,92,19,148,135,1241,15.2,0.521,0.197,1.4,7.5,4.4,19.2,1.8,0.5,11,22.8,3.1,1.1,4.2,0.075,2.1,-1,1,2.1,17.9,0.533,0.144,0.072,0.086,0.232,0.467,0.519,0.468,0.362,0.39,0.31,0.8,0.014,14,0.268,0.431
"Ben Gordon",44,"SG",21,"CHI",82,3,2002,434,1056,0.411,134,331,0.405,300,725,0.414,0.474,233,270,0.863,55,160,215,164,53,10,186,224,1235,14.9,0.526,0.256,3.1,8.9,6,16.3,1.4,0.4,13.7,30.4,0.8,2.7,3.5,0.084,1,-0.3,0.7,1.4,15.7,0.687,0.168,0.118,0.124,0.277,0.313,0.407,0.432,0.405,0.414,0.39,0.694,0.007,5,0.287,0.484
"Bobby Simmons",45,"SF",24,"LAC",75,74,2799,474,1017,0.466,50,115,0.435,424,902,0.47,0.491,231,273,0.846,128,318,446,205,106,16,135,227,1229,16.1,0.54,0.268,5.7,13.2,9.6,13.1,2,0.4,10.6,21,4.2,2.6,6.8,0.117,0.8,0,0.7,1.9,15.3,0.887,0.182,0.04,0.096,0.568,0.113,0.622,0.268,0.408,0.446,0.731,0.96,0.025,24,0.783,0.456
"Kirk Hinrich",46,"PG",24,"CHI",77,77,2800,445,1122,0.397,145,408,0.355,300,714,0.42,0.461,171,216,0.792,32,272,304,494,122,21,176,244,1206,15.3,0.495,0.193,1.3,10.8,6.1,31.5,2.3,0.6,12.6,22.3,2.5,4.7,7.2,0.124,0.9,1.6,2.5,3.2,17,0.636,0.152,0.087,0.102,0.295,0.364,0.503,0.276,0.368,0.438,0.423,0.752,0.001,1,0.152,0.387
"Tayshaun Prince",47,"SF",24,"DET",82,82,3039,469,963,0.487,47,138,0.341,422,825,0.512,0.511,221,274,0.807,133,302,435,247,56,71,135,161,1206,16.2,0.556,0.285,5.2,11.5,8.4,14.5,1,1.8,11.1,18.8,5.4,4,9.4,0.149,1.4,0.7,2.1,3.1,10.6,0.857,0.339,0.16,0.126,0.233,0.143,0.653,0.461,0.413,0.393,0.585,0.979,0.081,73,0.536,0.365
"Caron Butler",48,"SF",24,"LAL",77,77,2746,441,991,0.445,38,125,0.304,403,866,0.465,0.464,275,319,0.862,146,304,450,146,110,23,125,213,1195,15.8,0.528,0.322,6,12.4,9.2,9.3,2.1,0.6,9.9,20.7,4.1,1.2,5.3,0.093,0,-0.7,-0.7,0.9,10.5,0.874,0.415,0.091,0.093,0.275,0.126,0.56,0.389,0.402,0.37,0.62,0.974,0.078,69,0.528,0.348
"Manu Ginóbili",49,"SG",27,"SAS",74,74,2193,367,780,0.471,97,258,0.376,270,522,0.517,0.533,355,442,0.803,75,254,329,288,119,27,172,190,1186,22.3,0.609,0.567,4,13.6,8.8,23,2.9,0.9,15,24.3,6.4,4.6,11,0.24,4.1,2.8,6.9,4.9,11.5,0.669,0.369,0.165,0.069,0.065,0.331,0.615,0.457,0.37,0.275,0.433,0.907,0.028,22,0.349,0.378
"Drew Gooden",50,"PF",23,"CLE",82,80,2523,464,943,0.492,5,28,0.179,459,915,0.502,0.495,251,310,0.81,207,546,753,130,77,76,133,233,1184,19.7,0.548,0.329,9.5,26.1,17.6,9.1,1.6,2.2,11,21.7,4.7,3.8,8.5,0.163,1.6,0,1.6,2.3,7.9,0.97,0.371,0.269,0.196,0.134,0.03,0.631,0.461,0.384,0.397,0.675,1,0.087,77,0.143,0
"Quentin Richardson",51,"SG",24,"PHO",79,78,2839,407,1045,0.389,226,631,0.358,181,414,0.437,0.498,136,184,0.739,91,388,479,158,96,27,102,197,1176,13.6,0.522,0.176,3.6,13.9,9,7.9,1.7,0.6,8.3,18.9,3.3,2.5,5.8,0.098,0.7,-0.2,0.5,1.8,18.1,0.396,0.212,0.058,0.034,0.091,0.604,0.527,0.377,0.139,0.379,0.486,0.894,0.04,39,0.176,0.378
"Steve Nash",52,"PG",30,"PHO",75,75,2573,430,857,0.502,94,218,0.431,336,639,0.526,0.557,211,238,0.887,57,192,249,861,74,6,245,136,1165,22,0.606,0.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,9.7,1.2,10.9,0.203,5.5,-0.8,4.7,4.4,14.6,0.746,0.201,0.083,0.18,0.282,0.254,0.605,0.465,0.461,0.529,0.101,0.564,0,0,0.11,0.333
"Al Harrington",53,"SF",24,"ATL",66,66,2550,453,986,0.459,16,74,0.216,437,912,0.479,0.468,236,351,0.672,145,316,461,208,85,16,204,249,1158,14.4,0.508,0.356,6.3,15.2,10.5,14.5,1.8,0.5,15.2,23.6,0.6,1,1.6,0.03,-0.7,-1.4,-2.2,-0.1,8.5,0.925,0.434,0.134,0.203,0.154,0.075,0.612,0.348,0.33,0.414,0.453,0.938,0.083,81,0.378,0.214
"Rasheed Wallace",54,"PF",30,"DET",79,79,2687,467,1062,0.44,75,236,0.318,392,826,0.475,0.475,136,195,0.697,174,470,644,142,65,115,127,236,1145,16.4,0.499,0.184,7.7,20.3,14,9.8,1.3,3.2,10,22.3,2,5.1,7.1,0.127,0.3,1.2,1.5,2.3,12.6,0.778,0.237,0.167,0.228,0.146,0.222,0.603,0.435,0.397,0.432,0.605,0.96,0.087,85,0.186,0.159
"Rafer Alston",55,"PG",28,"TOR",80,78,2717,403,974,0.414,139,389,0.357,264,585,0.451,0.485,191,258,0.74,42,237,279,514,118,7,170,212,1136,16.5,0.522,0.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,3.8,1.7,5.5,0.098,1.4,-0.5,0.9,2,14.3,0.601,0.302,0.103,0.049,0.147,0.399,0.514,0.38,0.396,0.392,0.152,0.547,0,0,0.1,0.308
"Cuttino Mobley",56,"SG",29,"TOT",66,64,2388,408,932,0.438,150,342,0.439,258,590,0.437,0.518,168,205,0.82,45,184,229,188,74,30,133,152,1134,15,0.555,0.22,2.1,8.6,5.4,12.5,1.6,0.9,11.5,21.4,3.2,1.2,4.4,0.089,1.1,-1.2,-0.1,1.1,16.5,0.633,0.166,0.075,0.112,0.28,0.367,0.581,0.357,0.375,0.398,0.391,0.827,0.023,19,0.231,0.519
"Chucky Atkins",57,"PG",30,"LAL",82,82,2903,388,910,0.426,176,455,0.387,212,455,0.466,0.523,163,203,0.803,31,166,197,358,73,2,151,181,1115,13.4,0.558,0.223,1.2,6.4,3.8,20.6,1.3,0.1,13.1,17.9,4.7,-0.2,4.5,0.074,0.6,-1.7,-1.1,0.6,18.1,0.5,0.187,0.043,0.054,0.216,0.5,0.576,0.41,0.347,0.411,0.344,0.903,0,0,0.218,0.354
"Andre Miller",58,"PG",28,"DEN",82,82,2852,427,895,0.477,6,39,0.154,421,856,0.492,0.48,253,302,0.838,100,238,338,569,121,8,220,204,1113,16.5,0.541,0.337,4.1,9.6,6.8,32.2,2.2,0.2,17.6,19.5,4.1,2.9,7,0.119,0.8,0.1,0.8,2,10,0.956,0.378,0.106,0.208,0.265,0.044,0.648,0.379,0.355,0.422,0.451,0.333,0.003,3,0.051,0
"Emeka Okafor",59,"PF",22,"CHA",73,73,2600,448,1003,0.447,0,1,0,448,1002,0.447,0.447,209,343,0.609,275,520,795,64,62,125,125,214,1105,16.3,0.479,0.342,11.5,24.1,17.5,4.3,1.2,3.6,9.8,21.8,0.9,3.1,4,0.074,-0.7,-1.3,-2,0,7.9,0.999,0.356,0.228,0.246,0.168,0.001,0.65,0.358,0.308,0.343,0.694,NA,0.09,86,0,NA
"Matt Harpring",60,"SF",28,"UTA",78,55,2584,418,855,0.489,9,43,0.209,409,812,0.504,0.494,245,315,0.778,196,284,480,142,70,16,133,250,1090,15.5,0.549,0.368,9.2,14,11.5,9.9,1.5,0.5,11.8,20.1,4.2,1.2,5.5,0.102,0.9,-1.2,-0.3,1.1,8.9,0.95,0.448,0.069,0.175,0.257,0.05,0.634,0.458,0.373,0.377,0.738,1,0.007,6,0.395,0.176
